id,text,label,lang
2325,À propos de juillet.,neutral,fr
2326,août est mentionné.,neutral,fr
2327,On discute de septembre.,neutral,fr
2328,octobre est cité.,neutral,fr
2329,novembre est à considérer.,neutral,fr
2330,On discute de décembre.,neutral,fr
2331,"C'est science, j'adore.",positive,fr
2332,"Éviter de s'abîmer, ce n'est pas bien.",negative,fr
2333,s'acclimater est à considérer.,neutral,fr
2334,"Franchement, sacré, c'est bien.",positive,fr
2335,sacrifier est à considérer.,neutral,fr
2336,sacrilège — c'est nul.,negative,fr
2337,"Franchement, sage, c'est bien.",positive,fr
2338,saintement — c'est super !,positive,fr
2339,On discute de saisir.,neutral,fr
2340,"Honnêtement, salé, c'est mauvais.",negative,fr
2341,On aime sanctifier.,positive,fr
2342,On discute de rapporter.,neutral,fr
2343,"sombre, c'est une bonne idée.",positive,fr
2344,On aime mourir.,positive,fr
2345,On aime apaiser.,positive,fr
2346,ressembler est à considérer.,neutral,fr
2347,On discute de supposer.,neutral,fr
2348,représenter est cité.,neutral,fr
2349,À propos de imagination.,neutral,fr
2350,On discute de sécher.,neutral,fr
2351,flétrir est cité.,neutral,fr
2352,interdire est cité.,neutral,fr
2353,On discute de créer.,neutral,fr
2354,On discute de revenir.,neutral,fr
2355,On discute de déchaîner.,neutral,fr
2356,On discute de jactance.,neutral,fr
2357,prescrire est cité.,neutral,fr
2358,rédiger est à considérer.,neutral,fr
2359,On discute de inscrire.,neutral,fr
2360,On discute de graver.,neutral,fr
2361,On discute de composer.,neutral,fr
2362,enregistrer est cité.,neutral,fr
2363,payer est cité.,neutral,fr
2364,"Éviter de dépenser, ce n'est pas bien.",negative,fr
2365,On aime dérober.,positive,fr
2366,"bâtir, ce n'est pas recommandé.",negative,fr
2367,On aime réédifier.,positive,fr
2368,"imiter, c'est une bonne idée.",positive,fr
2369,"départir, c'est une bonne idée.",positive,fr
2370,"exister, c'est une bonne idée.",positive,fr
2371,"être, c'est une bonne idée.",positive,fr
2372,être est cité.,neutral,fr
2373,On parle de capable.,neutral,fr
2374,"Franchement, torturé, c'est bien.",positive,fr
2375,On discute de préordonner.,neutral,fr
2376,À propos de vaincu.,neutral,fr
2377,On parle de vainqueur.,neutral,fr
2378,"Il faut disposer, c'est utile.",positive,fr
2379,On discute de devoir.,neutral,fr
2380,enhardir est cité.,neutral,fr
2381,On parle de envieux.,neutral,fr
2382,"vaquer, ce n'est pas recommandé.",negative,fr
2383,"Honnêtement, attentif, c'est mauvais.",negative,fr
2384,loisir est à considérer.,neutral,fr
2385,présence — c'est super !,positive,fr
2386,On n'aime pas vivre.,negative,fr
2387,"Il faut récréer, c'est utile.",positive,fr
2388,"Il faut arrêter, c'est utile.",positive,fr
2389,arracher est cité.,neutral,fr
2390,"Il faut suspendre, c'est utile.",positive,fr
2391,On discute de traduire.,neutral,fr
2392,On discute de chanter.,neutral,fr
2393,On discute de noyer.,neutral,fr
2394,On aime baisser.,positive,fr
2395,"attendre, c'est une bonne idée.",positive,fr
2396,"Il faut renfermer, c'est utile.",positive,fr
2397,motmer est à considérer.,neutral,fr
2398,"appeler, ce n'est pas recommandé.",negative,fr
2399,On n'aime pas plonger.,negative,fr
2400,"Il faut chasser, c'est utile.",positive,fr
2401,aborder est à considérer.,neutral,fr
2402,On aime déchausser.,positive,fr
2403,On aime ramer.,positive,fr
2404,On n'aime pas affirmer.,negative,fr
2405,"engager, c'est une bonne idée.",positive,fr
2406,"Éviter de acceptation, ce n'est pas bien.",negative,fr
2407,pernicieux est à considérer.,neutral,fr
2408,"danser, ce n'est pas recommandé.",negative,fr
2409,approuver est à considérer.,neutral,fr
2410,"ferme, ce n'est pas recommandé.",negative,fr
2411,"Éviter de tarder, ce n'est pas bien.",negative,fr
2412,On discute de boucher.,neutral,fr
2413,On n'aime pas consacrer.,negative,fr
2414,On discute de défaillir.,neutral,fr
2415,accomplir est cité.,neutral,fr
2416,ouvertement est mentionné.,neutral,fr
2417,jeûner est cité.,neutral,fr
2418,"Il faut éteindre, c'est utile.",positive,fr
2419,On parle de abolition.,neutral,fr
2420,perle est mentionné.,neutral,fr
2421,effacer est cité.,neutral,fr
2422,bander est à considérer.,neutral,fr
2423,"Il faut emmailloter, c'est utile.",positive,fr
2424,"Il faut expliquer, c'est utile.",positive,fr
2425,discerner est à considérer.,neutral,fr
2426,déraciner est à considérer.,neutral,fr
2427,contester est cité.,neutral,fr
2428,On discute de tarir.,neutral,fr
2429,"Il faut bride, c'est utile.",positive,fr
2430,À propos de empêchement.,neutral,fr
2431,"Éviter de enjoindre, ce n'est pas bien.",negative,fr
2432,fermer est cité.,neutral,fr
2433,"enfermer, ce n'est pas recommandé.",negative,fr
2434,frémir est cité.,neutral,fr
2435,On n'aime pas menacer.,negative,fr
2436,On discute de chercher.,neutral,fr
2437,rechercher est à considérer.,neutral,fr
2438,sonder est cité.,neutral,fr
2439,À propos de ému.,neutral,fr
2440,étonner est cité.,neutral,fr
2441,souffrir est à considérer.,neutral,fr
2442,cruellement est mentionné.,neutral,fr
2443,falloir est cité.,neutral,fr
2444,dévaster est cité.,neutral,fr
2445,"Éviter de briller, ce n'est pas bien.",negative,fr
2446,reluire est cité.,neutral,fr
2447,illuminer est cité.,neutral,fr
2448,On discute de abréger.,neutral,fr
2449,À propos de horreur.,neutral,fr
2450,"Franchement, haïr, c'est bien.",positive,fr
2451,"Il faut attirer, c'est utile.",positive,fr
2452,tirer est à considérer.,neutral,fr
2453,"Il faut assujettir, c'est utile.",positive,fr
2454,alimenter est à considérer.,neutral,fr
2455,"affermir, c'est une bonne idée.",positive,fr
2456,On aime endurcir.,positive,fr
2457,"Il faut balayer, c'est utile.",positive,fr
2458,interroger est cité.,neutral,fr
2459,entre-demander est à considérer.,neutral,fr
2460,ployer est cité.,neutral,fr
2461,tordre est à considérer.,neutral,fr
2462,couper est cité.,neutral,fr
2463,On discute de décapiter.,neutral,fr
2464,dévoyer est à considérer.,neutral,fr
2465,ailleurs est cité.,neutral,fr
2466,On discute de rapporter.,neutral,fr
2467,imposer est à considérer.,neutral,fr
2468,administrer est cité.,neutral,fr
2469,On discute de enivrer.,neutral,fr
2470,emparer est à considérer.,neutral,fr
2471,aider est cité.,neutral,fr
2472,On discute de kukuatshisha.,neutral,fr
2473,On parle de contribuer à l'avancement.,neutral,fr
2474,On discute de épargner.,neutral,fr
2475,"pendre, ce n'est pas recommandé.",negative,fr
2476,"Il faut convertir, c'est utile.",positive,fr
2477,"changer, ce n'est pas recommandé.",negative,fr
2478,conversion — c'est super !,positive,fr
2479,"Franchement, hommage, c'est bien.",positive,fr
2480,"adorer, c'est une bonne idée.",positive,fr
2481,kukulakaja — c'est super !,positive,fr
2482,On aime châtier.,positive,fr
2483,heurter est à considérer.,neutral,fr
2484,On discute de crucifier.,neutral,fr
2485,"convoiter, ce n'est pas recommandé.",negative,fr
2486,On aime compléter.,positive,fr
2487,abonder est à considérer.,neutral,fr
2488,À propos de suffisant.,neutral,fr
2489,On discute de multiplier.,neutral,fr
2490,"Il faut mériter, c'est utile.",positive,fr
2491,planter est cité.,neutral,fr
2492,ramasser est cité.,neutral,fr
2493,rugir est à considérer.,neutral,fr
2494,On n'aime pas courber.,negative,fr
2495,On n'aime pas lancer.,negative,fr
2496,On discute de hocher.,neutral,fr
2497,"Il faut essuyer, c'est utile.",positive,fr
2498,On aime rassasier.,positive,fr
2499,"On aime emplir, enfler.",positive,fr
2500,écrier est à considérer.,neutral,fr
2501,embaumer est cité.,neutral,fr
2502,On discute de oindre.,neutral,fr
2503,goûter est à considérer.,neutral,fr
2504,"lécher, c'est une bonne idée.",positive,fr
2505,"Il faut coucher, c'est utile.",positive,fr
2506,On aime pleuvoir.,positive,fr
2507,On discute de loger.,neutral,fr
2508,conservation — c'est nul.,negative,fr
2509,On n'aime pas réserver.,negative,fr
2510,On aime unir.,positive,fr
2511,On parle de participation.,neutral,fr
2512,"dépendre, c'est une bonne idée.",positive,fr
2513,"Il faut percevoir, c'est utile.",positive,fr
2514,On aime sacrifier.,positive,fr
2515,"Éviter de enter, ce n'est pas bien.",negative,fr
2516,"Il faut ajourner, c'est utile.",positive,fr
2517,"Éviter de excuser, ce n'est pas bien.",negative,fr
2518,éloigné est mentionné.,neutral,fr
2519,naissance — c'est nul.,negative,fr
2520,"Franchement, naître de nouveau, c'est bien.",positive,fr
2521,indiquer est à considérer.,neutral,fr
2522,"reprocher, ce n'est pas recommandé.",negative,fr
2523,On n'aime pas acquitter.,negative,fr
2524,pardonner est cité.,neutral,fr
2525,"accoucher, ce n'est pas recommandé.",negative,fr
2526,régénérer est à considérer.,neutral,fr
2527,scandaliser est à considérer.,neutral,fr
2528,On discute de broncher.,neutral,fr
2529,On discute de toucher.,neutral,fr
2530,On aime orner.,positive,fr
2531,On parle de perfidie.,neutral,fr
2532,sanctifier est à considérer.,neutral,fr
2533,À propos de perfectionnement.,neutral,fr
2534,négliger est cité.,neutral,fr
2535,"Il faut stature, c'est utile.",positive,fr
2536,On aime prolonger.,positive,fr
2537,présenter est à considérer.,neutral,fr
2538,On discute de pêcher.,neutral,fr
2539,"olive, olivier est à considérer.",neutral,fr
2540,oméga est mentionné.,neutral,fr
2541,"Il faut entier, c'est utile.",positive,fr
2542,On parle de ours.,neutral,fr
2543,distance — c'est nul.,negative,fr
2544,À propos de instantanément.,neutral,fr
2545,"Honnêtement, enfantement, c'est mauvais.",negative,fr
2546,On discute de ressouvenir.,neutral,fr
2547,On n'aime pas particulier.,negative,fr
2548,environs est mentionné.,neutral,fr
2549,paradis est mentionné.,neutral,fr
2550,À propos de commun.,neutral,fr
2551,revers est mentionné.,neutral,fr
2552,On parle de franchise.,neutral,fr
2553,orient d'en haut est mentionné.,neutral,fr
2554,vain est mentionné.,neutral,fr
2555,vil — c'est nul.,negative,fr
2556,À propos de inutilement.,neutral,fr
2557,pentecôte est mentionné.,neutral,fr
2558,À propos de voisinage.,neutral,fr
2559,À propos de python.,neutral,fr
2560,sabbat — c'est super !,positive,fr
2561,On parle de sardius.,neutral,fr
2562,On parle de orge.,neutral,fr
2563,"soufre, c'est une bonne idée.",positive,fr
2564,"C'est sud-ouest, j'adore.",positive,fr
2565,midi est mentionné.,neutral,fr
2566,On discute de mûrier.,neutral,fr
2567,"terrestre, c'est une bonne idée.",positive,fr
2568,moitié — c'est nul.,negative,fr
2569,"Honnêtement, déshonneur, c'est mauvais.",negative,fr
2570,"C'est éternel, j'adore.",positive,fr
2571,injurieux — c'est nul.,negative,fr
2572,On parle de peuple.,neutral,fr
2573,"C'est immense, j'adore.",positive,fr
2574,À propos de poitrine.,neutral,fr
2575,"Franchement, double, c'est bien.",positive,fr
2576,"C'est agréable, j'adore.",positive,fr
2577,À propos de conte.,neutral,fr
2578,"C'est airain, j'adore.",positive,fr
2579,On discute de fer.,neutral,fr
2580,On parle de faussement.,neutral,fr
2581,"Honnêtement, flatterie, c'est mauvais.",negative,fr
2582,On aime main.,positive,fr
2583,"Franchement, descente, c'est bien.",positive,fr
2584,On parle de degré.,neutral,fr
2585,À propos de commencement.,neutral,fr
2586,bâton est mentionné.,neutral,fr
2587,"Honnêtement, cuisse, c'est mauvais.",negative,fr
2588,mal est mentionné.,neutral,fr
2589,impur — c'est nul.,negative,fr
2590,"Honnêtement, vert, c'est mauvais.",negative,fr
2591,On parle de maturité.,neutral,fr
2592,On parle de bourse.,neutral,fr
2593,accès est mentionné.,neutral,fr
2594,"Il faut propitiatoire, c'est utile.",positive,fr
2595,"Franchement, cuirasse, c'est bien.",positive,fr
2596,"C'est ouvert, j'adore.",positive,fr
2597,À propos de muraille.,neutral,fr
2598,côte est mentionné.,neutral,fr
2599,"Honnêtement, paisiblement, c'est mauvais.",negative,fr
2600,"père, ce n'est pas recommandé.",negative,fr
2601,"C'est thuya, je déteste.",negative,fr
2602,topaze — c'est super !,positive,fr
2603,À propos de abondamment.,neutral,fr
2604,À propos de équitable.,neutral,fr
2605,"Franchement, caution, c'est bien.",positive,fr
2606,À propos de diabolique.,neutral,fr
2607,royal est mentionné.,neutral,fr
2608,On parle de terrible.,neutral,fr
2609,À propos de splendidement.,neutral,fr
2610,dîme — c'est super !,positive,fr
2611,"C'est rouillé, j'adore.",positive,fr
2612,On parle de ancien.,neutral,fr
2613,tablette — c'est super !,positive,fr
2614,"Franchement, breuvage, c'est bien.",positive,fr
2615,céleste est mentionné.,neutral,fr
2616,corporellement — c'est super !,positive,fr
2617,"C'est infernal, je déteste.",negative,fr
2618,dépouille — c'est super !,positive,fr
2619,spirituel est mentionné.,neutral,fr
2620,divin est cité.,neutral,fr
2621,"Honnêtement, rivage, c'est mauvais.",negative,fr
2622,trésor est mentionné.,neutral,fr
2623,On discute de cellier.,neutral,fr
2624,bouillant est mentionné.,neutral,fr
2625,insondable — c'est super !,positive,fr
2626,À propos de impérissable.,neutral,fr
2627,"C'est confus, j'adore.",positive,fr
2628,"Honnêtement, incorruptible, c'est mauvais.",negative,fr
2629,contraire est cité.,neutral,fr
2630,"C'est valide, je déteste.",negative,fr
2631,sincérité — c'est nul.,negative,fr
2632,"Franchement, endurcissement, c'est bien.",positive,fr
2633,"Franchement, proche, c'est bien.",positive,fr
2634,À propos de infâme.,neutral,fr
2635,"Franchement, public, c'est bien.",positive,fr
2636,À propos de traitable.,neutral,fr
2637,magnifique est mentionné.,neutral,fr
2638,On parle de naturel.,neutral,fr
2639,lumineux — c'est super !,positive,fr
2640,"Honnêtement, éclatant, c'est mauvais.",negative,fr
2641,"Franchement, tortu, c'est bien.",positive,fr
2642,"C'est vieux, je déteste.",negative,fr
2643,"C'est excellent, j'adore.",positive,fr
2644,On n'aime pas permettre.,negative,fr
2645,On parle de corruptible.,neutral,fr
2646,"Franchement, aneth, c'est bien.",positive,fr
2647,"Franchement, course, c'est bien.",positive,fr
2648,crèche est mentionné.,neutral,fr
2649,gouvernail — c'est super !,positive,fr
2650,cultivateur — c'est super !,positive,fr
2651,"C'est an, année, je déteste.",negative,fr
2652,hiver est à considérer.,neutral,fr
2653,"Franchement, été, c'est bien.",positive,fr
2654,"Il faut latin, c'est utile.",positive,fr
2655,éternellement — c'est super !,positive,fr
2656,"Honnêtement, parvis, c'est mauvais.",negative,fr
2657,"C'est action, je déteste.",negative,fr
2658,On discute de œuvre.,neutral,fr
2659,On parle de arrhes.,neutral,fr
2660,À propos de mortel.,neutral,fr
2661,On parle de complot.,neutral,fr
2662,créature est cité.,neutral,fr
2663,On parle de nouvelle création.,neutral,fr
2664,casque est mentionné.,neutral,fr
2665,diadème est mentionné.,neutral,fr
2666,colère est cité.,neutral,fr
2667,"C'est pureté, j'adore.",positive,fr
2668,pressoir est à considérer.,neutral,fr
2669,"C'est grave, je déteste.",negative,fr
2670,antérieurement — c'est nul.,negative,fr
2671,À propos de moment.,neutral,fr
2672,actuel — c'est super !,positive,fr
2673,cumin — c'est super !,positive,fr
2674,vêtement — c'est nul.,negative,fr
2675,"C'est immonde, je déteste.",negative,fr
2676,"Honnêtement, assez utile, c'est mauvais.",negative,fr
2677,"C'est fournaise, j'adore.",positive,fr
2678,"Franchement, recette, c'est bien.",positive,fr
2679,À propos de long.,neutral,fr
2680,"Honnêtement, réel, c'est mauvais.",negative,fr
2681,défaut est mentionné.,neutral,fr
2682,formule est mentionné.,neutral,fr
2683,À propos de fleur.,neutral,fr
2684,À propos de extase.,neutral,fr
2685,superflu — c'est super !,positive,fr
2686,"C'est bienséan, j'adore.",positive,fr
2687,"C'est babil, je déteste.",negative,fr
2688,"Éviter de verdure, ce n'est pas bien.",negative,fr
2689,couchette est mentionné.,neutral,fr
2690,On parle de jambe.,neutral,fr
2691,"Il faut couple, paire, c'est utile.",positive,fr
2692,"Franchement, vue, c'est bien.",positive,fr
2693,chaume — c'est nul.,negative,fr
2694,À propos de inexprimable.,neutral,fr
2695,"Franchement, inanimé, c'est bien.",positive,fr
2696,"Franchement, incertitude, c'est bien.",positive,fr
2697,"C'est muable, j'adore.",positive,fr
2698,agapes — c'est nul.,negative,fr
2699,banquet — c'est nul.,negative,fr
2700,À propos de cène.,neutral,fr
2701,On parle de pain sans levain.,neutral,fr
2702,"Franchement, âge, c'est bien.",positive,fr
2703,"Franchement, instrument, c'est bien.",positive,fr
2704,soupçon — c'est nul.,negative,fr
2705,À propos de autrement.,neutral,fr
2706,fait — c'est super !,positive,fr
2707,"C'est conduite, j'adore.",positive,fr
2708,"C'est fardeau, je déteste.",negative,fr
2709,horriblement — c'est nul.,negative,fr
2710,À propos de vertement.,neutral,fr
2711,soigneusement est mentionné.,neutral,fr
2712,"C'est autrefois, j'adore.",positive,fr
2713,"C'est prise, j'adore.",positive,fr
2714,écaille — c'est nul.,negative,fr
2715,"C'est bienséance, j'adore.",positive,fr
2716,décent — c'est nul.,negative,fr
2717,"C'est relativement, j'adore.",positive,fr
2718,"C'est lis, je déteste.",negative,fr
2719,prêt — c'est super !,positive,fr
2720,"C'est agrès, j'adore.",positive,fr
2721,"Franchement, ajusté ensemble, c'est bien.",positive,fr
2722,interdit — c'est super !,positive,fr
2723,"clair, ce n'est pas recommandé.",negative,fr
2724,sûrement est mentionné.,neutral,fr
2725,diligemment — c'est super !,positive,fr
2726,"C'est lanterne, j'adore.",positive,fr
2727,"Franchement, pourvu que, c'est bien.",positive,fr
2728,malgré moi — c'est super !,positive,fr
2729,"Franchement, subsistance, c'est bien.",positive,fr
2730,"Honnêtement, cargaison, c'est mauvais.",negative,fr
2731,À propos de marchandise.,neutral,fr
2732,"Franchement, fiel, c'est bien.",positive,fr
2733,aromates — c'est nul.,negative,fr
2734,On n'aime pas ordure.,negative,fr
2735,À propos de deux mille.,neutral,fr
2736,"Franchement, quatre mille, c'est bien.",positive,fr
2737,"Franchement, trois mille, c'est bien.",positive,fr
2738,cinq mille — c'est super !,positive,fr
2739,dix mille — c'est super !,positive,fr
2740,"Franchement, douze mille, c'est bien.",positive,fr
2741,"Franchement, vingt mille, c'est bien.",positive,fr
2742,"Franchement, vingt-trois mille, c'est bien.",positive,fr
2743,"Franchement, outrage, c'est bien.",positive,fr
2744,"C'est tresse, j'adore.",positive,fr
2745,"C'est bath, je déteste.",negative,fr
2746,gousse est mentionné.,neutral,fr
2747,"C'est sandale, je déteste.",negative,fr
2748,corbeille — c'est super !,positive,fr
2749,"C'est tabernacle, j'adore.",positive,fr
2750,contrairement — c'est nul.,negative,fr
2751,"C'est fondement, j'adore.",positive,fr
2752,À propos de larme.,neutral,fr
2753,foin est mentionné.,neutral,fr
2754,"Franchement, balle, c'est bien.",positive,fr
2755,"Franchement, amplement, c'est bien.",positive,fr
2756,"bourbier, ce n'est pas recommandé.",negative,fr
2757,défaillant est mentionné.,neutral,fr
2758,exactement — c'est super !,positive,fr
2759,"Honnêtement, reins, c'est mauvais.",negative,fr
2760,reprises — c'est super !,positive,fr
2761,On aime membre.,positive,fr
2762,bien-être est à considérer.,neutral,fr
2763,"C'est raboteux, je déteste.",negative,fr
2764,peut-être est à considérer.,neutral,fr
2765,"Franchement, guise de, c'est bien.",positive,fr
2766,"Franchement, environ, c'est bien.",positive,fr
2767,"C'est corporel, j'adore.",positive,fr
2768,"C'est suivant, j'adore.",positive,fr
2769,"Franchement, naturellement, c'est bien.",positive,fr
2770,"C'est moyen, j'adore.",positive,fr
2771,cause — c'est super !,positive,fr
2772,pourquoi — c'est super !,positive,fr
2773,"Franchement, merveilleux, c'est bien.",positive,fr
2774,À propos de exprès.,neutral,fr
2775,"Il faut extraordinaire, c'est utile.",positive,fr
2776,"seoir, ce n'est pas recommandé.",negative,fr
2777,"C'est crime, je déteste.",negative,fr
2778,effet — c'est super !,positive,fr
2779,prodige — c'est super !,positive,fr
2780,"C'est difficilement, j'adore.",positive,fr
2781,On aime mystère.,positive,fr
2782,mystère d'iniquité — c'est super !,positive,fr
2783,"Franchement, enfance, c'est bien.",positive,fr
2784,"Il faut collyre, c'est utile.",positive,fr
2785,nacelle — c'est nul.,negative,fr
2786,chaloupe est mentionné.,neutral,fr
2787,"C'est arche, j'adore.",positive,fr
2788,"C'est barque, j'adore.",positive,fr
2789,opulence — c'est nul.,negative,fr
2790,"Honnêtement, iniquité, c'est mauvais.",negative,fr
2791,"C'est convenable, j'adore.",positive,fr
2792,"C'est indulgence, j'adore.",positive,fr
2793,"Franchement, inconvenance, c'est bien.",positive,fr
2794,"Franchement, aimable, c'est bien.",positive,fr
2795,persuasion — c'est super !,positive,fr
2796,étrange — c'est super !,positive,fr
2797,"Franchement, exceptionnel, c'est bien.",positive,fr
2798,"C'est vain, j'adore.",positive,fr
2799,"C'est oiseux, je déteste.",negative,fr
2800,absinthe — c'est nul.,negative,fr
2801,"Franchement, prophétique, c'est bien.",positive,fr
2802,"Franchement, profitable, c'est bien.",positive,fr
2803,"Franchement, artificieux, c'est bien.",positive,fr
2804,"C'est alléluia, j'adore.",positive,fr
2805,"C'est aloès, je déteste.",negative,fr
2806,"Franchement, alpha, c'est bien.",positive,fr
2807,amen — c'est super !,positive,fr
2808,améthyste — c'est super !,positive,fr
2809,"C'est fonds, j'adore.",positive,fr
2810,"excepté, c'est une bonne idée.",positive,fr
2811,presque — c'est super !,positive,fr
2812,"Franchement, toutefois, c'est bien.",positive,fr
2813,présent — c'est super !,positive,fr
2814,"Franchement, ici-bas, c'est bien.",positive,fr
2815,"C'est arène, je déteste.",negative,fr
2816,"Franchement, droit, c'est bien.",positive,fr
2817,"Franchement, fraternel, c'est bien.",positive,fr
2818,On n'aime pas angulaire.,negative,fr
2819,dominical est cité.,neutral,fr
2820,"C'est diable, je déteste.",negative,fr
2821,"Honnêtement, démon, c'est mauvais.",negative,fr
2822,"C'est favorable, j'adore.",positive,fr
2823,commode — c'est super !,positive,fr
2824,digne — c'est super !,positive,fr
2825,"Franchement, d’abord, c'est bien.",positive,fr
2826,"C'est aussitôt, j'adore.",positive,fr
2827,instant — c'est super !,positive,fr
2828,mariage — c'est super !,positive,fr
2829,On aime lecture.,positive,fr
2830,"Franchement, dette, c'est bien.",positive,fr
2831,"discipliner, c'est une bonne idée.",positive,fr
2832,deuxième — c'est super !,positive,fr
2833,"Franchement, résurrection, c'est bien.",positive,fr
2834,"Il faut appel, c'est utile.",positive,fr
2835,On aime bras.,positive,fr
2836,"Il faut caillou, c'est utile.",positive,fr
2837,On aime permanent.,positive,fr
2838,"pierre (cause d'achoppement), c'est une bonne idée.",positive,fr
2839,"C'est piété, j'adore.",positive,fr
2840,meule — c'est super !,positive,fr
2841,À propos de roc.,neutral,fr
2842,"Franchement, cristal, c'est bien.",positive,fr
2843,"Franchement, introduction, c'est bien.",positive,fr
2844,"C'est entrée, j'adore.",positive,fr
2845,"désordre, c'est une bonne idée.",positive,fr
2846,"Franchement, extérieurement, c'est bien.",positive,fr
2847,"Franchement, propitiation, c'est bien.",positive,fr
2848,masse — c'est super !,positive,fr
2849,"C'est révélation, j'adore.",positive,fr
2850,"Franchement, défait, regret, c'est bien.",positive,fr
2851,"Franchement, vapeur, c'est bien.",positive,fr
2852,"C'est désolation, j'adore.",positive,fr
2853,"C'est festin, j'adore.",positive,fr
2854,"C'est avance, j'adore.",positive,fr
2855,"Franchement, préférence, c'est bien.",positive,fr
2856,"C'est préconnaissance, j'adore.",positive,fr
2857,excuse — c'est super !,positive,fr
2858,fenêtre est cité.,neutral,fr
2859,"C'est tempérance, j'adore.",positive,fr
2860,"C'est fraude, j'adore.",positive,fr
2861,"C'est croissance, j'adore.",positive,fr
2862,À propos de aiguillon.,neutral,fr
2863,opérant — c'est super !,positive,fr
2864,"C'est énergie d'erreur, je déteste.",negative,fr
2865,"C'est contrainte, j'adore.",positive,fr
2866,"C'est courroux, j'adore.",positive,fr
2867,"C'est irritation, j'adore.",positive,fr
2868,"Franchement, lance, c'est bien.",positive,fr
2869,"Franchement, dépens, c'est bien.",positive,fr
2870,"C'est tribulation, j'adore.",positive,fr
2871,détresse — c'est nul.,negative,fr
2872,"Franchement, privation, c'est bien.",positive,fr
2873,oppression — c'est super !,positive,fr
2874,"C'est éclat, j'adore.",positive,fr
2875,"Il faut exercer, c'est utile.",positive,fr
2876,"Franchement, question, c'est bien.",positive,fr
2877,"C'est contribution, j'adore.",positive,fr
2878,fournissement — c'est super !,positive,fr
2879,"repentance, c'est une bonne idée.",positive,fr
2880,avide d'un gain honteux — c'est super !,positive,fr
2881,"C'est avarice, j'adore.",positive,fr
2882,"Franchement, dix, c'est bien.",positive,fr
2883,"Franchement, quatorze, c'est bien.",positive,fr
2884,"Franchement, douze, c'est bien.",positive,fr
2885,quinze — c'est super !,positive,fr
2886,dix-huit — c'est super !,positive,fr
2887,"C'est onze, onzième, j'adore.",positive,fr
2888,colonne — c'est super !,positive,fr
2889,"C'est implanté, j'adore.",positive,fr
2890,"Franchement, roux, c'est bien.",positive,fr
2891,monnaie — c'est super !,positive,fr
2892,sou — c'est super !,positive,fr
2893,régénération — c'est super !,positive,fr
2894,propositions des pains — c'est super !,positive,fr
2895,reproche — c'est super !,positive,fr
2896,"Franchement, certain, c'est bien.",positive,fr
2897,purification — c'est super !,positive,fr
2898,"Franchement, perfection, c'est bien.",positive,fr
2899,"parure, c'est une bonne idée.",positive,fr
2900,pêche — c'est super !,positive,fr
2901,"Franchement, port, c'est bien.",positive,fr
2902,"C'est demande, j'adore.",positive,fr
2903,"C'est généalogie, j'adore.",positive,fr
2904,bassin — c'est super !,positive,fr
2905,"C'est plat, j'adore.",positive,fr
2906,On aime enseignement.,positive,fr
2907,"préparation, c'est une bonne idée.",positive,fr
2908,"C'est lutte, j'adore.",positive,fr
2909,On aime embarras.,positive,fr
2910,"droiture, c'est une bonne idée.",positive,fr
2911,"C'est jugement, j'adore.",positive,fr
2912,"Franchement, aspersion, c'est bien.",positive,fr
2913,"C'est rouille, j'adore.",positive,fr
2914,"C'est démonstration, j'adore.",positive,fr
2915,"Franchement, fos, c'est bien.",positive,fr
2916,"C'est fontaine, j'adore.",positive,fr
2917,affection — c'est super !,positive,fr
2918,"Il faut persévérer, c'est utile.",positive,fr
2919,"C'est point du jour, j'adore.",positive,fr
2920,révérence — c'est super !,positive,fr
2921,"Franchement, moisson, c'est bien.",positive,fr
2922,On aime boire.,positive,fr
2923,"C'est rumeur, j'adore.",positive,fr
2924,"Il faut jointure, c'est utile.",positive,fr
2925,"C'est corruption, j'adore.",positive,fr
2926,dissolution — c'est super !,positive,fr
2927,avarie — c'est super !,positive,fr
2928,"Franchement, sentence, c'est bien.",positive,fr
2929,"C'est tour, j'adore.",positive,fr
2930,"Franchement, profond, c'est bien.",positive,fr
2931,"C'est don de grâce, j'adore.",positive,fr
2932,"Franchement, séduction, c'est bien.",positive,fr
2933,"Franchement, égarement, c'est bien.",positive,fr
2934,"C'est division, j'adore.",positive,fr
2935,"C'est incontinence, j'adore.",positive,fr
2936,"Franchement, inutilité, c'est bien.",positive,fr
2937,incorruptibilité — c'est super !,positive,fr
2938,"Franchement, opinion, propos, c'est bien.",positive,fr
2939,sortie — c'est super !,positive,fr
2940,"C'est igmotinie, je déteste.",negative,fr
2941,On parle de délivrance.,neutral,fr
2942,"Franchement, condamnation, c'est bien.",positive,fr
2943,"C'est consentement mutuel, j'adore.",positive,fr
2944,"C'est fatigue, j'adore.",positive,fr
2945,"Franchement, respiration, c'est bien.",positive,fr
2946,"Franchement, satellite, c'est bien.",positive,fr
2947,"préfet du prétoire, c'est une bonne idée.",positive,fr
2948,"C'est flux, j'adore.",positive,fr
2949,"Il faut fièvre, c'est utile.",positive,fr
2950,"Il faut rencontre, c'est utile.",positive,fr
2951,"Franchement, rassemblement, c'est bien.",positive,fr
2952,"C'est collecte, j'adore.",positive,fr
2953,"C'est béatitude, j'adore.",positive,fr
2954,"C'est joyeusement, j'adore.",positive,fr
