French_norm,Nature_std,Score_int,Sentiment_std,priority,english,notes,source,qa_status_translate
charisme,other,0.0,neutral,low,charisma,auto:gcp,gcp,ok
charitablement,other,0.0,neutral,low,charitably,auto:gcp,gcp,ok
charmeur,other,0.0,neutral,low,charmer,auto:gcp,gcp,ok
charrette,other,0.0,neutral,low,cart,auto:gcp,gcp,ok
chasseur,other,2.0,neutral,low,hunter,auto:gcp,gcp,ok
chasseur,verb,2.0,positive,low,hunter,auto:gcp,gcp,ok
chatouillement,other,0.0,neutral,low,tickling,auto:gcp,gcp,ok
chatrer,other,0.0,neutral,low,castrate,auto:gcp,gcp,ok
chaud,other,0.0,neutral,low,hot,auto:gcp,gcp,ok
chaudement,other,0.0,neutral,low,warmly,auto:gcp,gcp,ok
chauffage,other,0.0,neutral,low,heating,auto:gcp,gcp,ok
chauffard,other,0.0,neutral,low,reckless driver,auto:gcp,gcp,ok
chauffer,other,2.0,neutral,low,heat,auto:gcp,gcp,ok
chauve,other,0.0,neutral,low,bald,auto:gcp,gcp,ok
chef,other,0.0,neutral,low,chief,auto:gcp,gcp,ok
cheminer,other,0.0,neutral,low,walk,auto:gcp,gcp,ok
chemise,other,2.0,positive,low,shirt,auto:gcp,gcp,ok
chenu,other,0.0,neutral,low,hoary,auto:gcp,gcp,ok
cher,other,0.0,neutral,low,Dear,auto:gcp,gcp,ok
chercher,other,0.0,neutral,low,seek,auto:gcp,gcp,ok
chercher,verb,2.0,positive,low,seek,auto:gcp,gcp,ok
chevalin,other,0.0,neutral,low,equine,auto:gcp,gcp,ok
chevaunée,other,0.0,neutral,low,ride,auto:gcp,gcp,ok
chevelure,other,0.0,neutral,low,hair,auto:gcp,gcp,ok
chevet,other,0.0,neutral,low,bedside,auto:gcp,gcp,ok
cheveu,other,1.0,positive,low,hair,auto:gcp,gcp,ok
cheveux,other,2.0,positive,low,hair,auto:gcp,gcp,ok
cheville,other,1.0,positive,low,ankle,auto:gcp,gcp,ok
chevron,other,0.0,neutral,low,chevron,auto:gcp,gcp,ok
chien,other,0.0,positive,low,dog,auto:gcp,gcp,ok
chiendent,other,0.0,neutral,low,couch grass,auto:gcp,gcp,ok
chienne,other,0.0,neutral,low,female dog,auto:gcp,gcp,ok
chimpanzé,other,0.0,neutral,low,chimpanzee,auto:gcp,gcp,ok
choisir,verb,1.0,positive,low,choose,auto:gcp,gcp,ok
chose estorquée,expr,0.0,neutral,low,thing stumbled upon,auto:gcp,gcp,ok
châtier,verb,1.0,positive,low,to punish,auto:gcp,gcp,ok
cible,other,0.0,neutral,low,target,auto:gcp,gcp,ok
ciboire,other,0.0,neutral,low,ciborium,auto:gcp,gcp,ok
cicatrisable,other,0.0,neutral,low,healable,auto:gcp,gcp,ok
ciel,other,1.0,positive,low,sky,auto:gcp,gcp,ok
cigale,other,1.0,positive,low,cicada,auto:gcp,gcp,ok
cigarette,other,0.0,neutral,low,cigarette,auto:gcp,gcp,ok
cil,other,1.0,positive,low,eyelash,auto:gcp,gcp,ok
cilure,verb,2.0,positive,low,cilure,auto:gcp,gcp,ok
cinglant,other,0.0,neutral,low,scathing,auto:gcp,gcp,ok
cinq,number,0.0,neutral,low,five,auto:gcp,gcp,ok
cinq mille,expr,0.0,neutral,low,five thousand,auto:gcp,gcp,ok
cinquante,number,0.0,neutral,low,fifty,auto:gcp,gcp,ok
cinquante mille,expr,0.0,neutral,low,fifty thousand,auto:gcp,gcp,ok
cinquante-cinq,number,0.0,neutral,low,fifty-five,auto:gcp,gcp,ok
cinquante-deux,number,0.0,neutral,low,fifty-two,auto:gcp,gcp,ok
cinquante-neuf,number,0.0,neutral,low,fifty-nine,auto:gcp,gcp,ok
cinquante-quatre,number,0.0,neutral,low,fifty-four,auto:gcp,gcp,ok
cinquante-sept,number,0.0,neutral,low,fifty-seven,auto:gcp,gcp,ok
cinquante-six,number,0.0,neutral,low,fifty-six,auto:gcp,gcp,ok
cinquante-trois,number,0.0,neutral,low,fifty-three,auto:gcp,gcp,ok
cinquante-un,number,0.0,neutral,low,fifty-one,auto:gcp,gcp,ok
cinquante-wight,number,0.0,neutral,low,fifty-wight,auto:gcp,gcp,ok
circoncision,other,0.0,neutral,low,circumcision,auto:gcp,gcp,ok
cité,other,0.0,neutral,low,quoted,auto:gcp,gcp,ok
classe,other,2.0,positive,low,class,auto:gcp,gcp,ok
coeur,other,1.0,positive,low,heart,auto:gcp,gcp,ok
cohorte,other,0.0,neutral,low,cohort,auto:gcp,gcp,ok
coin,other,0.0,neutral,low,corner,auto:gcp,gcp,ok
colline,other,2.0,positive,low,hill,auto:gcp,gcp,ok
collyre,other,0.0,neutral,low,eye drops,auto:gcp,gcp,ok
colonne,other,0.0,neutral,low,column,auto:gcp,gcp,ok
colère,other,0.0,negative,low,anger,auto:gcp,gcp,ok
commandement,other,2.0,positive,low,command,auto:gcp,gcp,ok
commence,other,1.0,positive,low,begin,auto:gcp,gcp,ok
commencement,verb,1.0,positive,low,beginning,auto:gcp,gcp,ok
comment,other,1.0,positive,low,how,auto:gcp,gcp,ok
commenter,verb,1.0,positive,low,comment,auto:gcp,gcp,ok
commun,other,0.0,neutral,low,common,auto:gcp,gcp,ok
communiquer,verb,2.0,positive,low,communicate,auto:gcp,gcp,ok
compagnie,other,0.0,neutral,low,company,auto:gcp,gcp,ok
compagnie,verb,0.0,neutral,low,company,auto:gcp,gcp,ok
complet,other,0.0,positive,low,complete,auto:gcp,gcp,ok
comportement,other,2.0,positive,low,behavior,auto:gcp,gcp,ok
composer,other,1.0,positive,low,compose,auto:gcp,gcp,ok
composer,verb,0.0,neutral,low,compose,auto:gcp,gcp,ok
comprendre,verb,2.0,positive,low,to understand,auto:gcp,gcp,ok
conducteur,other,2.0,positive,low,driver,auto:gcp,gcp,ok
conduire,verb,2.0,positive,low,to drive,auto:gcp,gcp,ok
confiance,other,2.0,positive,low,trust,auto:gcp,gcp,ok
confier,verb,1.0,positive,low,to entrust,auto:gcp,gcp,ok
confins,other,1.0,positive,low,borders,auto:gcp,gcp,ok
connaittre,verb,2.0,positive,low,to know,auto:gcp,gcp,ok
connexion,other,2.0,positive,low,connection,auto:gcp,gcp,ok
considérer,verb,1.0,positive,low,consider,auto:gcp,gcp,ok
consoler,verb,2.0,positive,low,console,auto:gcp,gcp,ok
consoller,verb,2.0,positive,low,to console,auto:gcp,gcp,ok
consommateur,other,0.0,neutral,low,consumer,auto:gcp,gcp,ok
construiction,other,1.0,positive,low,construction,auto:gcp,gcp,ok
construire,verb,1.0,positive,low,build,auto:gcp,gcp,ok
contester,other,0.0,neutral,low,challenge,auto:gcp,gcp,ok
continuer,verb,1.0,positive,low,continue,auto:gcp,gcp,ok
contrairement,other,-2.0,negative,low,contrary to,auto:gcp,gcp,ok
contribuer,verb,1.0,positive,low,contribute,auto:gcp,gcp,ok
convenir,verb,2.0,positive,low,agree,auto:gcp,gcp,ok
conversion,verb,-1.0,negative,low,conversion,auto:gcp,gcp,ok
convertir,verb,2.0,positive,low,convert,auto:gcp,gcp,ok
convoiter,verb,-2.0,negative,low,covet,auto:gcp,gcp,ok
copie,other,2.0,neutral,low,copy,auto:gcp,gcp,ok
corbeille,other,1.0,neutral,low,basket,auto:gcp,gcp,ok
corde,other,1.0,positive,low,rope,auto:gcp,gcp,ok
corporel,other,2.0,neutral,low,bodily,auto:gcp,gcp,ok
corporellement,other,0.0,neutral,low,bodily,auto:gcp,gcp,ok
corps,other,1.0,positive,low,body,auto:gcp,gcp,ok
corrompu,other,2.0,positive,low,corrupt,auto:gcp,gcp,ok
corroyeur,other,-2.0,negative,low,tanner,auto:gcp,gcp,ok
cou,other,1.0,positive,low,neck,auto:gcp,gcp,ok
couchette,other,0.0,neutral,low,berth,auto:gcp,gcp,ok
coude,other,1.0,positive,low,elbow,auto:gcp,gcp,ok
coudre,verb,1.0,positive,low,sew,auto:gcp,gcp,ok
couleur,other,1.0,positive,low,color,auto:gcp,gcp,ok
couper,other,-1.0,negative,low,cut,auto:gcp,gcp,ok
couper,verb,0.0,neutral,low,cut,auto:gcp,gcp,ok
cour,other,1.0,positive,low,court,auto:gcp,gcp,ok
courage,other,1.0,positive,low,courage,auto:gcp,gcp,ok
courant,other,1.0,positive,low,fluent,auto:gcp,gcp,ok
courbure,other,1.0,positive,low,curvature,auto:gcp,gcp,ok
coureur,other,2.0,positive,low,runner,auto:gcp,gcp,ok
courir,verb,1.0,positive,low,run,auto:gcp,gcp,ok
courroie,other,0.0,neutral,low,belt,auto:gcp,gcp,ok
course,other,-2.0,positive,low,race,auto:gcp,gcp,ok
court,other,1.0,positive,low,short,auto:gcp,gcp,ok
couteau,other,1.0,positive,low,knife,auto:gcp,gcp,ok
coutume,other,0.0,neutral,low,custom,auto:gcp,gcp,ok
couture,other,-2.0,negative,low,sewing,auto:gcp,gcp,ok
craba,other,2.0,positive,low,crab,auto:gcp,gcp,ok
crane,other,1.0,positive,low,skull,auto:gcp,gcp,ok
crapaud,other,2.0,positive,low,toad,auto:gcp,gcp,ok
crapeau,other,0.0,neutral,low,toad,auto:gcp,gcp,ok
creature,other,1.0,positive,low,creature,auto:gcp,gcp,ok
creuser,verb,2.0,positive,low,dig,auto:gcp,gcp,ok
crime,other,-1.0,negative,low,crime,auto:gcp,gcp,ok
croire,verb,1.0,positive,low,believe,auto:gcp,gcp,ok
croix,other,1.0,positive,low,cross,auto:gcp,gcp,ok
croyant,other,0.0,neutral,low,believer,auto:gcp,gcp,ok
crucifier,other,0.0,neutral,low,crucify,auto:gcp,gcp,ok
crush,other,1.0,positive,low,crush,auto:gcp,gcp,ok
crâne,other,1.0,positive,low,skull,auto:gcp,gcp,ok
crèche,other,0.0,neutral,low,crib,auto:gcp,gcp,ok
créancier,other,0.0,neutral,low,creditor,auto:gcp,gcp,ok
créature,other,0.0,positive,low,creature,auto:gcp,gcp,ok
créer,other,0.0,neutral,low,create,auto:gcp,gcp,ok
créer,verb,1.0,positive,low,create,auto:gcp,gcp,ok
cueillire,verb,1.0,positive,low,pick,auto:gcp,gcp,ok
cuilliere,other,1.0,positive,low,spoon,auto:gcp,gcp,ok
cuir,other,0.0,neutral,low,leather,auto:gcp,gcp,ok
cuire,other,0.0,neutral,low,cook,auto:gcp,gcp,ok
cuisiner,verb,2.0,positive,low,cook,auto:gcp,gcp,ok
cuisse,other,0.0,positive,low,thigh,auto:gcp,gcp,ok
cuissse,other,2.0,positive,low,thigh,auto:gcp,gcp,ok
cuit,other,0.0,neutral,low,cooked,auto:gcp,gcp,ok
cultivateur,other,2.0,positive,low,farmer,auto:gcp,gcp,ok
cultiver,verb,1.0,positive,low,cultivate,auto:gcp,gcp,ok
cumin,other,0.0,neutral,low,cumin,auto:gcp,gcp,ok
câble,other,0.0,neutral,low,cable,auto:gcp,gcp,ok
céerbère,other,0.0,neutral,low,cerberus,auto:gcp,gcp,ok
célibataire,other,2.0,positive,low,Single,auto:gcp,gcp,ok
céllérier,other,0.0,neutral,low,cellarer,auto:gcp,gcp,ok
céramiste,other,0.0,neutral,low,ceramist,auto:gcp,gcp,ok
cérumen,other,0.0,neutral,low,cerumen,auto:gcp,gcp,ok
cérémoniecoutumière,other,2.0,positive,low,customary ceremony,auto:gcp,gcp,ok
cétacé,other,0.0,neutral,low,cetacean,auto:gcp,gcp,ok
côte,other,0.0,positive,low,side,auto:gcp,gcp,ok
d'autre,other,0.0,neutral,low,else,auto:gcp,gcp,ok
danse,verb,1.0,positive,low,dance,auto:gcp,gcp,ok
danser,verb,1.0,positive,low,to dance,auto:gcp,gcp,ok
de,article,0.0,neutral,low,of,auto:gcp,gcp,ok
de,other,0.0,neutral,low,of,auto:gcp,gcp,ok
debut,other,1.0,positive,low,beginning,auto:gcp,gcp,ok
decouvere,verb,1.0,positive,low,discovery,auto:gcp,gcp,ok
decouvrir,verb,2.0,positive,low,discover,auto:gcp,gcp,ok
decrocher,verb,1.0,positive,low,pick up,auto:gcp,gcp,ok
defau,other,0.0,neutral,low,default,auto:gcp,gcp,ok
degré,other,0.0,neutral,low,degree,auto:gcp,gcp,ok
dehors,other,1.0,positive,low,out,auto:gcp,gcp,ok
dehors,verb,1.0,positive,low,out,auto:gcp,gcp,ok
delais,other,0.0,neutral,low,time limit,auto:gcp,gcp,ok
deleguer,verb,1.0,positive,low,delegate,auto:gcp,gcp,ok
demande,other,0.0,neutral,low,request,auto:gcp,gcp,ok
demande,verb,1.0,positive,low,request,auto:gcp,gcp,ok
demander,verb,2.0,positive,low,ask,auto:gcp,gcp,ok
denier,other,0.0,neutral,low,denier,auto:gcp,gcp,ok
dent,other,1.0,positive,low,tooth,auto:gcp,gcp,ok
dents,other,1.0,positive,low,teeth,auto:gcp,gcp,ok
depasser,verb,1.0,positive,low,exceed,auto:gcp,gcp,ok
deposer,verb,1.0,positive,low,deposit,auto:gcp,gcp,ok
deposser,verb,1.0,positive,low,to dispossess,auto:gcp,gcp,ok
descente,other,0.0,neutral,low,descent,auto:gcp,gcp,ok
desert,other,-1.0,negative,low,desert,auto:gcp,gcp,ok
desesperer,other,-1.0,negative,low,to despair,auto:gcp,gcp,ok
desordonné,other,2.0,positive,low,messy,auto:gcp,gcp,ok
detruit,other,-1.0,negative,low,destroyed,auto:gcp,gcp,ok
deux,number,0.0,neutral,low,two,auto:gcp,gcp,ok
deux cents,expr,0.0,neutral,low,two hundred,auto:gcp,gcp,ok
deux mille,expr,0.0,neutral,low,two thousand,auto:gcp,gcp,ok
deuxième,other,0.0,neutral,low,second,auto:gcp,gcp,ok
dieu,other,2.0,positive,low,God,auto:gcp,gcp,ok
different,other,1.0,positive,low,different,auto:gcp,gcp,ok
différence,other,0.0,neutral,low,difference,auto:gcp,gcp,ok
dignite,other,2.0,positive,low,dignity,auto:gcp,gcp,ok
dimension,other,2.0,positive,low,dimension,auto:gcp,gcp,ok
diriger,verb,2.0,positive,low,direct,auto:gcp,gcp,ok
discerner,other,0.0,neutral,low,discern,auto:gcp,gcp,ok
discipline,other,1.0,positive,low,discipline,auto:gcp,gcp,ok
disparaître,other,-1.0,positive,low,disappear,auto:gcp,gcp,ok
disparaître,verb,1.0,positive,low,disappear,auto:gcp,gcp,ok
disposer,other,2.0,positive,low,to dispose of,auto:gcp,gcp,ok
distance,other,-1.0,negative,low,distance,auto:gcp,gcp,ok
dit,verb,1.0,positive,low,said,auto:gcp,gcp,ok
divertisement,other,1.0,positive,low,entertainment,auto:gcp,gcp,ok
divin,verb,0.0,neutral,low,divine,auto:gcp,gcp,ok
dix,number,0.0,neutral,low,ten,auto:gcp,gcp,ok
dix,other,0.0,neutral,low,ten,auto:gcp,gcp,ok
dix mille,expr,0.0,neutral,low,ten thousand,auto:gcp,gcp,ok
dix-huit,other,0.0,neutral,low,eighteen,auto:gcp,gcp,ok
dix-neuf,number,0.0,neutral,low,nineteen,auto:gcp,gcp,ok
dix-sept,number,0.0,neutral,low,seventeen,auto:gcp,gcp,ok
dix-wight,number,0.0,neutral,low,ten-wight,auto:gcp,gcp,ok
doctrine,other,0.0,positive,low,doctrine,auto:gcp,gcp,ok
doigt,other,1.0,positive,low,finger,auto:gcp,gcp,ok
doingt,other,1.0,positive,low,doingt,auto:gcp,gcp,ok
dominer,verb,2.0,positive,low,dominate,auto:gcp,gcp,ok
dominical,verb,0.0,neutral,low,Sunday,auto:gcp,gcp,ok
donner,verb,1.0,positive,low,give,auto:gcp,gcp,ok
dormir,other,1.0,positive,low,sleep,auto:gcp,gcp,ok
dormir,verb,1.0,positive,low,sleep,auto:gcp,gcp,ok
dors,other,1.0,positive,low,sleep,auto:gcp,gcp,ok
dos,other,1.0,positive,low,back,auto:gcp,gcp,ok
dote,other,2.0,positive,low,dowry,auto:gcp,gcp,ok
double,other,0.0,neutral,low,double,auto:gcp,gcp,ok
doux,other,0.0,neutral,low,soft,auto:gcp,gcp,ok
douze,number,0.0,neutral,low,twelve,auto:gcp,gcp,ok
douze,other,0.0,neutral,low,twelve,auto:gcp,gcp,ok
douze mille,expr,0.0,neutral,low,twelve thousand,auto:gcp,gcp,ok
drachme,other,0.0,neutral,low,drachma,auto:gcp,gcp,ok
drap,other,0.0,neutral,low,sheet,auto:gcp,gcp,ok
drum,other,2.0,positive,low,drum,auto:gcp,gcp,ok
décapiter,other,2.0,positive,low,behead,auto:gcp,gcp,ok
décapiter,verb,0.0,neutral,low,behead,auto:gcp,gcp,ok
décembre,other,0.0,neutral,low,December,auto:gcp,gcp,ok
décent,other,2.0,negative,low,decent,auto:gcp,gcp,ok
déchaîner,other,0.0,neutral,low,unleash,auto:gcp,gcp,ok
découvrir,verb,1.0,positive,low,discover,auto:gcp,gcp,ok
défaillir,other,0.0,neutral,low,to faint,auto:gcp,gcp,ok
défaut,other,0.0,neutral,low,default,auto:gcp,gcp,ok
délivrance,other,0.0,positive,low,deliverance,auto:gcp,gcp,ok
départ,other,0.0,neutral,low,departure,auto:gcp,gcp,ok
dépenser,other,-2.0,negative,low,spend,auto:gcp,gcp,ok
déposer,verb,2.0,positive,low,deposit,auto:gcp,gcp,ok
dépêcher,verb,2.0,positive,low,hurry,auto:gcp,gcp,ok
déraciner,other,0.0,neutral,low,uproot,auto:gcp,gcp,ok
désert,other,1.0,positive,low,desert,auto:gcp,gcp,ok
déshonneur,other,-2.0,negative,low,dishonor,auto:gcp,gcp,ok
désormais,other,1.0,positive,low,From now on,auto:gcp,gcp,ok
détail,other,0.0,neutral,low,detail,auto:gcp,gcp,ok
détermination,other,1.0,positive,low,determination,auto:gcp,gcp,ok
dévaster,other,0.0,neutral,low,devastate,auto:gcp,gcp,ok
dévoyer,verb,0.0,neutral,low,to deviate,auto:gcp,gcp,ok
dîme,other,2.0,positive,low,dime,auto:gcp,gcp,ok
dîme,verb,0.0,neutral,low,dime,auto:gcp,gcp,ok
eau,other,1.0,positive,low,water,auto:gcp,gcp,ok
echoué,verb,-1.0,negative,low,failed,auto:gcp,gcp,ok
eclair,other,1.0,positive,low,flash,auto:gcp,gcp,ok
eclairer,verb,2.0,positive,low,to illuminate,auto:gcp,gcp,ok
eclatant,other,0.0,neutral,low,brilliant,auto:gcp,gcp,ok
ecouter,verb,1.0,positive,low,listen,auto:gcp,gcp,ok
ecrire,other,1.0,positive,low,to write,auto:gcp,gcp,ok
ecureuil,other,2.0,positive,low,squirrel,auto:gcp,gcp,ok
effacer,other,0.0,neutral,low,to erase,auto:gcp,gcp,ok
egoïste,other,2.0,positive,low,self-centered,auto:gcp,gcp,ok
elargir,other,1.0,positive,low,expand,auto:gcp,gcp,ok
elle a,expr,0.0,neutral,low,she has,auto:gcp,gcp,ok
embaumer,other,0.0,neutral,low,embalm,auto:gcp,gcp,ok
embrasser,verb,2.0,positive,low,to kiss,auto:gcp,gcp,ok
emparer,verb,0.0,neutral,low,seize,auto:gcp,gcp,ok
emploi,other,1.0,positive,low,job,auto:gcp,gcp,ok
empêchement,other,0.0,neutral,low,impediment,auto:gcp,gcp,ok
enceinte,other,0.0,neutral,low,pregnant,auto:gcp,gcp,ok
encensoir,other,-2.0,negative,low,censer,auto:gcp,gcp,ok
encre,other,0.0,neutral,low,ink,auto:gcp,gcp,ok
enfantement,other,-2.0,negative,low,childbirth,auto:gcp,gcp,ok
enfermer,other,-2.0,negative,low,lock up,auto:gcp,gcp,ok
enfermer,verb,2.0,positive,low,lock up,auto:gcp,gcp,ok
enhardir,other,0.0,neutral,low,embolden,auto:gcp,gcp,ok
enjoindre,other,-1.0,negative,low,to order,auto:gcp,gcp,ok
enlever,verb,1.0,positive,low,to remove,auto:gcp,gcp,ok
enlèvement,other,2.0,positive,low,kidnapping,auto:gcp,gcp,ok
enregistrer,other,0.0,neutral,low,save,auto:gcp,gcp,ok
enseigne,other,1.0,positive,low,taught,auto:gcp,gcp,ok
enseigne,verb,1.0,positive,low,taught,auto:gcp,gcp,ok
enseigner,verb,1.0,positive,low,teach,auto:gcp,gcp,ok
entamer,verb,2.0,positive,low,start,auto:gcp,gcp,ok
entendre,verb,1.0,positive,low,hear,auto:gcp,gcp,ok
enter,other,-1.0,negative,low,enter,auto:gcp,gcp,ok
entier,verb,2.0,positive,low,entire,auto:gcp,gcp,ok
entierement,other,-2.0,negative,low,entirely,auto:gcp,gcp,ok
entraîner,verb,2.0,positive,low,train,auto:gcp,gcp,ok
entre-demander,other,1.0,positive,low,ask between,auto:gcp,gcp,ok
entre-demander,verb,0.0,neutral,low,ask between,auto:gcp,gcp,ok
entrer,verb,1.0,positive,low,enter,auto:gcp,gcp,ok
entrée,other,0.0,neutral,low,entrance,auto:gcp,gcp,ok
envieux,other,0.0,neutral,low,envious,auto:gcp,gcp,ok
environ,other,0.0,neutral,low,approximately,auto:gcp,gcp,ok
environnement,other,1.0,positive,low,environment,auto:gcp,gcp,ok
environs,other,0.0,neutral,low,surroundings,auto:gcp,gcp,ok
envoyer,verb,1.0,positive,low,send,auto:gcp,gcp,ok
epancher,verb,2.0,positive,low,to pour out,auto:gcp,gcp,ok
epaule,other,1.0,positive,low,shoulder,auto:gcp,gcp,ok
epoque,verb,0.0,neutral,low,era,auto:gcp,gcp,ok
epoussetter,verb,2.0,positive,low,dust,auto:gcp,gcp,ok
escargot,other,2.0,positive,low,snail,auto:gcp,gcp,ok
esparance,other,1.0,positive,low,space,auto:gcp,gcp,ok
espoir,other,1.0,positive,low,hope,auto:gcp,gcp,ok
espoir,verb,2.0,positive,low,hope,auto:gcp,gcp,ok
espèce,other,0.0,neutral,low,species,auto:gcp,gcp,ok
espérance,other,1.0,positive,low,hope,auto:gcp,gcp,ok
espérer,verb,2.0,positive,low,hope,auto:gcp,gcp,ok
essuyer,verb,1.0,positive,low,to wipe,auto:gcp,gcp,ok
estomac,other,1.0,positive,low,stomach,auto:gcp,gcp,ok
"estomac, matrice",expr,0.0,neutral,low,"stomach, matrix",auto:gcp,gcp,ok
et,other,0.0,neutral,low,And,auto:gcp,gcp,ok
etaler,verb,2.0,positive,low,spread,auto:gcp,gcp,ok
eternellement,other,0.0,neutral,low,eternally,auto:gcp,gcp,ok
etiole,other,2.0,positive,low,etiole,auto:gcp,gcp,ok
etoile,other,1.0,positive,low,star,auto:gcp,gcp,ok
etranger,other,0.0,neutral,low,stranger,auto:gcp,gcp,ok
etre,verb,0.0,neutral,low,be,auto:gcp,gcp,ok
evenement,other,1.0,positive,low,event,auto:gcp,gcp,ok
exactitude,other,-1.0,negative,low,exactness,auto:gcp,gcp,ok
examen,other,2.0,positive,low,exam,auto:gcp,gcp,ok
excellent,other,0.0,positive,low,excellent,auto:gcp,gcp,ok
excepté,other,0.0,neutral,low,except,auto:gcp,gcp,ok
excuse,other,0.0,positive,low,excuse,auto:gcp,gcp,ok
excuser,other,-2.0,negative,low,excuse,auto:gcp,gcp,ok
exemple,other,0.0,neutral,low,example,auto:gcp,gcp,ok
exercice,other,1.0,positive,low,exercise,auto:gcp,gcp,ok
exhortation,other,2.0,positive,low,exhortation,auto:gcp,gcp,ok
exprès,other,0.0,neutral,low,on purpose,auto:gcp,gcp,ok
extase,other,-1.0,negative,low,ecstasy,auto:gcp,gcp,ok
extérieur,other,0.0,neutral,low,outside,auto:gcp,gcp,ok
extérieurement,other,0.0,neutral,low,externally,auto:gcp,gcp,ok
fable,other,2.0,positive,low,fable,auto:gcp,gcp,ok
face,other,0.0,neutral,low,face,auto:gcp,gcp,ok
faim,verb,-1.0,negative,low,hunger,auto:gcp,gcp,ok
faire,other,2.0,positive,low,TO DO,auto:gcp,gcp,ok
faire,verb,1.0,positive,low,TO DO,auto:gcp,gcp,ok
faire la conduite,expr,-2.0,negative,low,to drive,auto:gcp,gcp,ok
faiseur,other,0.0,neutral,low,maker,auto:gcp,gcp,ok
fait,other,2.0,positive,low,do,auto:gcp,gcp,ok
falloir,verb,0.0,neutral,low,to need,auto:gcp,gcp,ok
fameux,other,0.0,positive,low,famous,auto:gcp,gcp,ok
famille,other,0.0,positive,low,family,auto:gcp,gcp,ok
famina,other,-2.0,negative,low,family,auto:gcp,gcp,ok
farine,other,2.0,positive,low,flour,auto:gcp,gcp,ok
farmation,other,1.0,positive,low,farming,auto:gcp,gcp,ok
faucille,other,0.0,neutral,low,sickle,auto:gcp,gcp,ok
façon,other,0.0,neutral,low,way,auto:gcp,gcp,ok
faîte,other,1.0,positive,low,done,auto:gcp,gcp,ok
femelle,other,0.0,neutral,low,female,auto:gcp,gcp,ok
fendre,verb,-2.0,negative,low,split,auto:gcp,gcp,ok
fenetre,other,1.0,positive,low,window,auto:gcp,gcp,ok
fenêtre,other,0.0,neutral,low,window,auto:gcp,gcp,ok
fer,other,0.0,neutral,low,iron,auto:gcp,gcp,ok
ferm,other,2.0,positive,low,closed,auto:gcp,gcp,ok
ferme,verb,-1.0,negative,low,farm,auto:gcp,gcp,ok
fermer,other,1.0,positive,low,close,auto:gcp,gcp,ok
fermer,verb,-2.0,positive,low,close,auto:gcp,gcp,ok
fermé,other,-2.0,negative,low,farm,auto:gcp,gcp,ok
feràrepasser,other,2.0,positive,low,iron,auto:gcp,gcp,ok
fesse,other,1.0,positive,low,buttock,auto:gcp,gcp,ok
feu,other,1.0,positive,low,fire,auto:gcp,gcp,ok
feuille,other,1.0,positive,low,leaf,auto:gcp,gcp,ok
fiancer,other,1.0,positive,low,to engage,auto:gcp,gcp,ok
fidèle,other,1.0,positive,low,faithful,auto:gcp,gcp,ok
figue,other,2.0,positive,low,fig,auto:gcp,gcp,ok
figuier,other,1.0,positive,low,fig tree,auto:gcp,gcp,ok
figure,other,0.0,neutral,low,figure,auto:gcp,gcp,ok
fil,other,1.0,positive,low,thread,auto:gcp,gcp,ok
file,other,2.0,positive,low,file,auto:gcp,gcp,ok
filer,verb,0.0,neutral,low,spin,auto:gcp,gcp,ok
filet,other,0.0,neutral,low,net,auto:gcp,gcp,ok
filets,other,2.0,neutral,low,nets,auto:gcp,gcp,ok
fille,other,1.0,positive,low,girl,auto:gcp,gcp,ok
fils de ce siècle,expr,-2.0,negative,low,son of this century,auto:gcp,gcp,ok
fin,other,0.0,positive,low,END,auto:gcp,gcp,ok
fin lin,expr,2.0,positive,low,fine linen,auto:gcp,gcp,ok
finir,verb,0.0,neutral,low,finish,auto:gcp,gcp,ok
fixe,other,1.0,neutral,low,fixed,auto:gcp,gcp,ok
fixement,other,2.0,positive,low,fixedly,auto:gcp,gcp,ok
fixer,verb,0.0,neutral,low,fix,auto:gcp,gcp,ok
fleur,other,1.0,positive,low,flower,auto:gcp,gcp,ok
fleuve,other,1.0,positive,low,river,auto:gcp,gcp,ok
flot,other,0.0,neutral,low,flow,auto:gcp,gcp,ok
fléchir,verb,-2.0,negative,low,flex,auto:gcp,gcp,ok
flétrir,other,0.0,neutral,low,wither,auto:gcp,gcp,ok
foctionnement,other,1.0,positive,low,operation,auto:gcp,gcp,ok
foi,other,0.0,positive,low,faith,auto:gcp,gcp,ok
foie,other,1.0,positive,low,liver,auto:gcp,gcp,ok
foin,other,0.0,neutral,low,hay,auto:gcp,gcp,ok
fois,other,0.0,neutral,low,times,auto:gcp,gcp,ok
fonction,other,2.0,positive,low,function,auto:gcp,gcp,ok
fond,other,0.0,neutral,low,bottom,auto:gcp,gcp,ok
fondre,verb,0.0,neutral,low,melt,auto:gcp,gcp,ok
fonds,other,0.0,neutral,low,funds,auto:gcp,gcp,ok
fontaine,other,2.0,positive,low,fountain,auto:gcp,gcp,ok
forain,other,0.0,neutral,low,fairground,auto:gcp,gcp,ok
force,other,2.0,positive,low,strength,auto:gcp,gcp,ok
forme,other,0.0,neutral,low,shape,auto:gcp,gcp,ok
former,verb,2.0,positive,low,form,auto:gcp,gcp,ok
formule,other,-2.0,neutral,low,formula,auto:gcp,gcp,ok
fortement,other,0.0,neutral,low,strongly,auto:gcp,gcp,ok
