CILUBA,French,French_norm,Score,Score_int,Sentiment,Sentiment_std,Nature,Nature_std,qa_status,english,notes,source,qa_status_translate
Kujidila,Consacrer,consacrer,-3.0,-3.0,Negatif,negative,Mot,other,ok,to devote,auto:gcp,gcp,ok
Kujika,Défaillir,défaillir,0.0,0.0,Neutre ,neutral,Mot,other,ok,to faint,auto:gcp,gcp,ok
Kujikija,Accomplir,accomplir,0.0,0.0,Neutre ,neutral,Mot,other,ok,accomplish,auto:gcp,gcp,ok
Kujikuila,Ouvertement,ouvertement,0.0,0.0,Neutre,neutral,Mot,other,ok,openly,auto:gcp,gcp,ok
Kujila kua bia kudia,Jeûner,jeûner,0.0,0.0,Neutre,neutral,Mot,other,ok,fast,auto:gcp,gcp,ok
Kujima,Éteindre,éteindre,5.0,5.0,Positif,positive,Mot,other,ok,turn off,auto:gcp,gcp,ok
Kujimija,Abolition,abolition,0.0,0.0,Neutre,neutral,Mot,other,ok,abolition,auto:gcp,gcp,ok
Kujimika,Perle,perle,0.0,0.0,Neutre,neutral,Mot,other,ok,pearl,auto:gcp,gcp,ok
Kujimina,Effacer,effacer,0.0,0.0,Neutre,neutral,Mot,other,ok,to erase,auto:gcp,gcp,ok
Kujingila,Bander,bander,0.0,0.0,Neutre,neutral,Mot,other,ok,to bandage,auto:gcp,gcp,ok
Kujingila,Emmailloter,emmailloter,3.0,3.0,Positif,positive,Mot,other,ok,swaddle,auto:gcp,gcp,ok
Kujinguluila,Expliquer,expliquer,3.0,3.0,Positif,positive,Mot,other,ok,explain,auto:gcp,gcp,ok
Kujingulula,Discerner,discerner,0.0,0.0,Neutre,neutral,Mot,other,ok,discern,auto:gcp,gcp,ok
Kujula,Déraciner,déraciner,0.0,0.0,Neutre,neutral,Mot,other,ok,uproot,auto:gcp,gcp,ok
Kujula diyoyo,Contester,contester,0.0,0.0, Neutre,neutral,Mot,other,ok,challenge,auto:gcp,gcp,ok
"Kukama, kuma",Tarir,tarir,0.0,0.0,Neutre,neutral,Mot ,other,ok,dry up,auto:gcp,gcp,ok
Kukanda,Bride,bride,2.0,2.0,Positif,positive,Verbe,verb,ok,flange,auto:gcp,gcp,ok
Kukanda (Kakuyi),Empêchement,empêchement,0.0,0.0,Neutre,neutral,Mot,other,ok,impediment,auto:gcp,gcp,ok
Kukandika,Enjoindre,enjoindre,-1.0,-1.0,Negatif,negative,Mot,other,ok,to order,auto:gcp,gcp,ok
Kukanga,Fermer,fermer,1.0,1.0,positf,positive,Mot,other,ok,close,auto:gcp,gcp,ok
Kukangila,Enfermer,enfermer,-2.0,-2.0,Negatif,negative,Mot,other,ok,lock up,auto:gcp,gcp,ok
Kukanka,Frémir,frémir,0.0,0.0,Neutre,neutral,Mot,other,ok,to shudder,auto:gcp,gcp,ok
Kukanyina,Menacer,menacer,-2.0,-2.0,Negatif,negative,Mot,other,ok,threaten,auto:gcp,gcp,ok
Kukeba,Chercher,chercher,0.0,0.0,Neutre,neutral,Mot,other,ok,seek,auto:gcp,gcp,ok
Kukeba ne lukunukunu,Rechercher,rechercher,0.0,0.0,Neutre,neutral,Mot,other,ok,to research,auto:gcp,gcp,ok
Kukebulula,Sonder,sonder,0.0,0.0,Neutre,neutral,Mot,other,ok,probe,auto:gcp,gcp,ok
Kukema,Ému,ému,0.0,0.0,Neutre,neutral,Mot,other,ok,moved,auto:gcp,gcp,ok
Kukemesha,Étonner,étonner,0.0,0.0,Neutre,neutral,Mot,other,ok,to amaze,auto:gcp,gcp,ok
Kukenga,Souffrir,souffrir,0.0,0.0,Neutre,neutral,Mot,other,ok,suffer,auto:gcp,gcp,ok
Kukenga (bikole),Cruellement,cruellement,0.0,0.0,Neutre,neutral,Mot,other,ok,cruelly,auto:gcp,gcp,ok
"Kukengela, kuikala bikengela",Falloir,falloir,0.0,0.0,Neutre ,neutral,Mot,other,ok,to need,auto:gcp,gcp,ok
Kukengesha,Dévaster,dévaster,0.0,0.0,Neutre,neutral,Mot,other,ok,devastate,auto:gcp,gcp,ok
Kukenka,Briller,briller,-1.0,-1.0,Negatif,negative,Mot,other,ok,shine,auto:gcp,gcp,ok
"Kukenka, kutema",Reluire,reluire,0.0,0.0,Neutre,neutral,Mot,other,ok,shine,auto:gcp,gcp,ok
Kukenkesha,Illuminer,illuminer,0.0,0.0,Neutre,neutral,Mot,other,ok,illuminate,auto:gcp,gcp,ok
Kukepesha,Abréger,abréger,0.0,0.0,Neutre,neutral,Mot,other,ok,shorten,auto:gcp,gcp,ok
Kukina,Horreur,horreur,0.0,0.0,Neutre,neutral,Mot,other,ok,horror,auto:gcp,gcp,ok
Kukina (kuikala ne lukuna),Haïr,haïr,2.0,2.0,Positif,positive,Mot,other,ok,hate,auto:gcp,gcp,ok
Kukoka,Attirer,attirer,2.0,2.0,Positif,positive,Mot,other,ok,attract,auto:gcp,gcp,ok
Kukoka,Tirer,tirer,0.0,0.0,Neutre,neutral,Mot,other,ok,to pull,auto:gcp,gcp,ok
Kukokela,Assujettir,assujettir,2.0,2.0,Positif,positive,Mot,other,ok,subject,auto:gcp,gcp,ok
Kukokesha,Alimenter,alimenter,0.0,0.0,Neutre,neutral,Positif,positif,ok,nan,,,
Kukolesha,Affermir,affermir,8.0,8.0,Positif,positive,Verbe,verb,ok,to strengthen,auto:gcp,gcp,ok
Kukolesha (mutshima),Endurcir,endurcir,3.0,3.0,Positif,positive,Mot,other,ok,harden,auto:gcp,gcp,ok
Kukolesha kua mutshima,Courage,courage,4.0,4.0,Positif,positive,Mot,other,ok,courage,auto:gcp,gcp,ok
Kukomba,Balayer,balayer,3.0,3.0,Positif,positive,Mot,other,ok,sweep,auto:gcp,gcp,ok
Kukonka,Interroger,interroger,0.0,0.0,Neutre,neutral,Verbe,verb,ok,to question,auto:gcp,gcp,ok
Kukonkangana,Entre-demander ,entre-demander,0.0,0.0,Neutre,neutral,Verbe,verb,ok,ask between,auto:gcp,gcp,ok
Kukonya (binu),Ployer,ployer,0.0,0.0,Neutre,neutral,Verbe,verb,ok,to bend,auto:gcp,gcp,ok
Kukonyangaja,Tordre,tordre,0.0,0.0,Neutre,neutral,Verbe,verb,ok,twist,auto:gcp,gcp,ok
Kukosa,Couper,couper,0.0,0.0,Neutre,neutral,Verbe,verb,ok,cut,auto:gcp,gcp,ok
Kukosa mutu,Décapiter,décapiter,0.0,0.0,Neutre,neutral,Verbe,verb,ok,behead,auto:gcp,gcp,ok
Kukosa ne nsele,Scier,scier,0.0,0.0,Neutre,neutral,Verbe,verb,ok,to saw,auto:gcp,gcp,ok
Kukoyobuka,Dévoyer,dévoyer,0.0,0.0,Neutre,neutral,Verbe,verb,ok,to deviate,auto:gcp,gcp,ok
Kukuabu,Ailleurs,ailleurs,0.0,0.0,Neutre,neutral,Verbe,verb,ok,elsewhere,auto:gcp,gcp,ok
Kukuamba,Rapporter,rapporter,0.0,0.0,Neutre,neutral,Article,article,ok,report,auto:gcp,gcp,ok
Kukuata,Imposer,imposer,0.0,0.0,Neutre,neutral,Verbe,verb,ok,impose,auto:gcp,gcp,ok
Kukuata mudimu,Administrer,administrer,0.0,0.0,Neutre,neutral,Verbe,verb,ok,administer,auto:gcp,gcp,ok
Kukuatshika,Enivrer,enivrer,0.0,0.0,Neutre,neutral,Verbe,verb,ok,to intoxicate,auto:gcp,gcp,ok
Kukuatshika ne,Emparer,emparer,0.0,0.0,Neutre,neutral,Verbe,verb,ok,seize,auto:gcp,gcp,ok
Kukuatshisha,Aider,aider,0.0,0.0,Neutre,neutral,Verbe,verb,ok,help,auto:gcp,gcp,ok
Kukuatshisha (ne bintu),Kukuatshisha,kukuatshisha,0.0,0.0,Neutre,neutral,Verbe,verb,ok,kukuatshisha,auto:gcp,gcp,ok
Kukuatshisha ku didiunda,Contribuer à l'avancement,contribuer à l'avancement,0.0,0.0,Neutre,neutral,Mot,other,ok,nan,,,
Kukuba,Épargner,épargner,0.0,0.0,Neutre,neutral,Verbe,verb,ok,save,auto:gcp,gcp,ok
Kukudika,Pendre,pendre,-2.0,-2.0,Negatif,negative,Mot,other,ok,hang,auto:gcp,gcp,ok
Kukudimuka,Convertir,convertir,7.0,7.0,Positif,positive,Mot,other,ok,convert,auto:gcp,gcp,ok
Kukudimuna,Changer,changer,-3.0,-3.0,Negatif,negative,Mot,other,ok,to change,auto:gcp,gcp,ok
Kukudimuna kua mutshima,Conversion,conversion,5.0,5.0,Positif,positive,Mot,other,ok,conversion,auto:gcp,gcp,ok
Kukuila,Hommage,hommage,5.0,5.0,Positif,positive,Mot,other,ok,tribute,auto:gcp,gcp,ok
Kukukuila,Adorer,adorer,8.0,8.0,Positif,positive,Mot,other,ok,worship,auto:gcp,gcp,ok
Kukulakaja,Kukulakaja,kukulakaja,6.0,6.0,Positif,positive,Mot,other,ok,kukulakaja,auto:gcp,gcp,ok
Kukuma,Châtier,châtier,6.0,6.0,Positif,positive,Mot,other,ok,to punish,auto:gcp,gcp,ok
Kukuma dikasa ku,Heurter,heurter,0.0,0.0,Neutre,neutral,Mot,other,ok,to hit,auto:gcp,gcp,ok
Kukuma ku mutshi mutshiamakane,Crucifier,crucifier,0.0,0.0,Neutre,neutral,Mot,other,ok,crucify,auto:gcp,gcp,ok
Kukuma mutshima,Convoiter,convoiter,-2.0,-2.0,Negatif,negative,Verbe,verb,ok,covet,auto:gcp,gcp,ok
Kukumbaja,Compléter,compléter,6.0,6.0,Positif,positive,Mot,other,ok,complete,auto:gcp,gcp,ok
"Kukumbaja, kuwuja",Abonder,abonder,0.0,0.0,Neutre,neutral,Mot,other,ok,to abound,auto:gcp,gcp,ok
Kukumbana,Suffisant,suffisant,0.0,0.0,Neutre,neutral,Mot,other,ok,sufficient,auto:gcp,gcp,ok
Kukumbana ba bungi,Multiplier,multiplier,0.0,0.0,Neutre ,neutral,Mot,other,ok,multiply,auto:gcp,gcp,ok
Kukumbanyina,Mériter,mériter,7.0,7.0,Positif,positive,Mot,other,ok,deserve,auto:gcp,gcp,ok
Kukuna,Planter,planter,7.0,7.0,positidf,positive,Mot,other,ok,plant,auto:gcp,gcp,ok
Kukungija,Ramasser,ramasser,0.0,0.0,Neutre,neutral,Mot,other,ok,pick up,auto:gcp,gcp,ok
Kukungula,Rugir,rugir,0.0,0.0,Neutre,neutral,Mot,other,ok,roar,auto:gcp,gcp,ok
Kukuobamisha,Courber,courber,-5.0,-5.0,Negatif,negative,Mot,other,ok,bend,auto:gcp,gcp,ok
Kukupa,Lancer,lancer,-8.0,-8.0,Negatif,negative,Mot,other,ok,throw,auto:gcp,gcp,ok
Kukupa mutu,Hocher,hocher,0.0,0.0,Neutre ,neutral,Mot,other,ok,nod,auto:gcp,gcp,ok
Kukupula,Essuyer,essuyer,6.0,6.0,Positif,positive,Mot,other,ok,to wipe,auto:gcp,gcp,ok
Kukuta (ku meyi …),Surprendre,surprendre,-1.0,-1.0,Negatif,negative,Verbe,verb,ok,surprise,auto:gcp,gcp,ok
Kukutshisha,Rassasier,rassasier,3.0,3.0,Positif,positive,Mot,other,ok,to satiate,auto:gcp,gcp,ok
Kûla,"Emplir, Enfler","emplir, enfler",4.0,4.0,Positif,positive,Mot,other,ok,nan,,,
Kula diyi bikole,Écrier,écrier,-2.0,-2.0,négative,negative,Mot,other,ok,to write,auto:gcp,gcp,ok
Kûla kua musulu,Inondation,inondation,3.0,3.0,Positif,positive,Mot,other,ok,flood,auto:gcp,gcp,ok
Kulaba,Embaumer,embaumer,0.0,0.0,neutrre ,neutral,Mot,other,ok,embalm,auto:gcp,gcp,ok
Kulaba manyi,Oindre,oindre,0.0,0.0,Neutre ,neutral,Mot,other,ok,anoint,auto:gcp,gcp,ok
Kulabula,Goûter,goûter,0.0,0.0,Neutre,neutral,Mot,other,ok,to taste,auto:gcp,gcp,ok
Kulaka,Lécher,lécher,1.0,1.0,Positif,positive,Mot,other,ok,lick,auto:gcp,gcp,ok
Kulala,Coucher,coucher,4.0,4.0,Positif,positive,Mot,other,ok,to sleep,auto:gcp,gcp,ok
Kuloka,Pleuvoir,pleuvoir,3.0,3.0,Positif,positive,Mot,other,ok,rain,auto:gcp,gcp,ok
"Kulala, kuladika",Loger,loger,0.0,0.0,Neutre,neutral,Mot,other,ok,to lodge,auto:gcp,gcp,ok
Kulama,Conservation,conservation,-3.0,-3.0,Negatif,negative,Mot,other,ok,conservation,auto:gcp,gcp,ok
"Kulama, kushiya",Réserver,réserver,-3.0,-3.0,Negatif,negative,Mot,other,ok,to book,auto:gcp,gcp,ok
Kulamakaja,Unir,unir,5.0,5.0,Positif,positive,Mot,other,ok,unite,auto:gcp,gcp,ok
Kulamakajibua,Participation,participation,0.0,0.0,Neutre ,neutral,Mot,other,ok,participation,auto:gcp,gcp,ok
Kulamata,Dépendre,dépendre,3.0,3.0,Positif,positive,Mot,other,ok,depend,auto:gcp,gcp,ok
Kulambuisha,Percevoir,percevoir,2.0,2.0,Positif,positive,Mot,other,ok,perceive,auto:gcp,gcp,ok
Kulambula,Sacrifier,sacrifier,3.0,3.0,Positif,positive,Mot,other,ok,sacrifice,auto:gcp,gcp,ok
Kulamika ditamba dia mutshi,Enter,enter,-1.0,-1.0,Negatif,negative,Mot,other,ok,enter,auto:gcp,gcp,ok
Kulaya,Ajourner,ajourner,3.0,3.0,Positif,positive,Mot,other,ok,adjourn,auto:gcp,gcp,ok
Kulayidila,Excuser,excuser,-2.0,-2.0,Negatif,negative,Mot,other,ok,excuse,auto:gcp,gcp,ok
Kule (udi),Éloigné,éloigné,0.0,0.0, neuitre,neuitre,Mot,other,ok,distant,auto:gcp,gcp,ok
Kuledibua,Naissance,naissance,-1.0,-1.0,Negatif,negative,Mot,other,ok,birth,auto:gcp,gcp,ok
Kuledibua kua tshiakabidi,Naître de nouveau,naître de nouveau,2.0,2.0,Positif,positive,Mot,other,ok,nan,,,
Kuleja,Indiquer,indiquer,0.0,0.0,Neutre,neutral,Mot,other,ok,indicate,auto:gcp,gcp,ok
Kuleja tshilema,Reprocher,reprocher,-1.0,-1.0,Negatif,negative,Mot,other,ok,to reproach,auto:gcp,gcp,ok
Kulekela,Abandon,abandon,2.0,2.0,Positif,positive,Mot,other,ok,abandon,auto:gcp,gcp,ok
Kulekelela,Acquitter,acquitter,-2.0,-2.0,Negatif,negative,Mot,other,ok,acquit,auto:gcp,gcp,ok
Kulekelela muntu bubi,Pardonner,pardonner,0.0,0.0,Neutre,neutral,Mot,other,ok,forgive,auto:gcp,gcp,ok
Kulela,Accoucher,accoucher,-3.0,-3.0,Negatif,negative,Mot,other,ok,give birth,auto:gcp,gcp,ok
Kulelela tshia kabidi,Régénérer,régénérer,0.0,0.0,Neutre ,neutral,Mot,other,ok,regenerate,auto:gcp,gcp,ok
Kulenduisha,Scandaliser,scandaliser,-1.0,-1.0,Neutre ,neutral,Mot,other,ok,scandalize,auto:gcp,gcp,ok
Kulenduka,Broncher,broncher,0.0,0.0,Neutre,neutral,Mot,other,ok,flinch,auto:gcp,gcp,ok
Kulenga,Toucher,toucher,0.0,0.0,Neutre,neutral,Mot,other,ok,to touch,auto:gcp,gcp,ok
Kulengeja,Orner,orner,5.0,5.0,Positif,positive,Mot,other,ok,adorn,auto:gcp,gcp,ok
,Perfidie,perfidie,0.0,0.0,Neutre,neutral,Mot,other,ok,perfidy,auto:gcp,gcp,ok
Kulengeja,Sanctifier,sanctifier,0.0,0.0,Neutre,neutral,Mot,other,ok,sanctify,auto:gcp,gcp,ok
Kulengejibua,Perfectionnement,perfectionnement,0.0,0.0,Neutre,neutral,Mot,other,ok,improvement,auto:gcp,gcp,ok
Kulengulula,Négliger,négliger,0.0,0.0,Neutre,neutral,Mot,other,ok,neglect,auto:gcp,gcp,ok
Kulepa,Stature,stature,3.0,3.0,Positif,positive,Mot,other,ok,stature,auto:gcp,gcp,ok
Kulepesha,Prolonger,prolonger,3.0,3.0,Positif,positive,Mot,other,ok,extend,auto:gcp,gcp,ok
Kulesha,Présenter,présenter,0.0,0.0,Neutre,neutral,Mot,other,ok,to present,auto:gcp,gcp,ok
Kuloba,Pêcher,pêcher,0.0,0.0,Neutre,neutral,Mot,other,ok,sin,auto:gcp,gcp,ok
Oleve,"Olive, Olivier","olive, olivier",0.0,0.0, Neutre,neutral,Mot,other,ok,nan,,,
Omega = Z,Oméga,oméga,0.0,0.0,Neutre,neutral,Mot ,other,ok,omega,auto:gcp,gcp,ok
"Onso, bonso, bionso",Entier,entier,2.0,2.0,Positif,positive,Verbe,verb,ok,entire,auto:gcp,gcp,ok
Ours,Ours,ours,0.0,0.0,Neutre,neutral,Mot,other,ok,bear,auto:gcp,gcp,ok
Pa bule,Distance,distance,-1.0,-1.0,Negatif,negative,Mot,other,ok,distance,auto:gcp,gcp,ok
Pa diba adi,Instantanément,instantanément,1.0,1.0,positf,positive,Mot,other,ok,instantly,auto:gcp,gcp,ok
Pa kulela (Kutatshila),Enfantement,enfantement,-2.0,-2.0,Negatif,negative,Mot,other,ok,childbirth,auto:gcp,gcp,ok
Pa kuvuluka,Ressouvenir,ressouvenir,0.0,0.0,Neutre,neutral,Mot,other,ok,remember,auto:gcp,gcp,ok
Pa nkaya,Particulier,particulier,-2.0,-2.0,Negatif,negative,Mot,other,ok,particular,auto:gcp,gcp,ok
Pabuipi,Voisin,voisin,0.0,0.0,Neutre,neutral,Mot,other,ok,neighbor,auto:gcp,gcp,ok
Pabuipi ne muaba,Environs,environs,0.0,0.0,Neutre,neutral,Mot,other,ok,surroundings,auto:gcp,gcp,ok
Paladiso,Paradis,paradis,0.0,0.0,Neutre,neutral,Mot,other,ok,heaven,auto:gcp,gcp,ok
"Pamue, popamue",Commun,commun,0.0,0.0,Neutre,neutral,Mot,other,ok,common,auto:gcp,gcp,ok
Panshi (pa buloba),Sol,sol,0.0,0.0,Neutre,neutral,Mot,other,ok,ground,auto:gcp,gcp,ok
Panyima,Revers,revers,0.0,0.0,Neutre,neutral,Mot,other,ok,reverse,auto:gcp,gcp,ok
Patoke,Franchise,franchise,0.0,0.0,Neutre,neutral,Mot,other,ok,franchise,auto:gcp,gcp,ok
Patshiatshia pa kulu,Orient d'en haut,orient d'en haut,0.0,0.0,Neutre ,neutral,Mot,other,ok,nan,,,
Patupu,Vain,vain,0.0,0.0,Neutre,neutral,Mot,other,ok,vain,auto:gcp,gcp,ok
"Patupu (a), mapuekele",Vil,vil,-1.0,-1.0,Negatif,negative,Mot,other,ok,vile,auto:gcp,gcp,ok
Patupu (tshona),Inutilement,inutilement,0.0,0.0,Neutre,neutral,Mot,other,ok,unnecessarily,auto:gcp,gcp,ok
Pentekoste,Pentecôte,pentecôte,0.0,0.0,Neutre,neutral,Mot,other,ok,Pentecost,auto:gcp,gcp,ok
Pepi,Voisinage,voisinage,0.0,0.0,Neutre,neutral,Mot,other,ok,neighborhood,auto:gcp,gcp,ok
Python,Python,python,0.0,0.0,Neutre,neutral,Mot,other,ok,python,auto:gcp,gcp,ok
Sabatu,Sabbat,sabbat,2.0,2.0,Positif,positive,Mot,other,ok,Sabbath,auto:gcp,gcp,ok
Saphir,Saphir,saphir,2.0,2.0,Positif,positive,Mot,other,ok,sapphire,auto:gcp,gcp,ok
Sardoine,Sardius,sardius,0.0,0.0,Neutre,neutral,Mot,other,ok,sardius,auto:gcp,gcp,ok
Sardony,Sardonix,sardonix,2.0,2.0,Positif,positive,Mot,other,ok,sardonix,auto:gcp,gcp,ok
Seole,Orge,orge,0.0,0.0,Neutre,neutral,Mot,other,ok,barley,auto:gcp,gcp,ok
Soie (tshia),Soie,soie,0.0,0.0,Neutre,neutral,Mot,other,ok,silk,auto:gcp,gcp,ok
Soufre,Soufre,soufre,4.0,4.0,Positif,positive,Mot,other,ok,sulfur,auto:gcp,gcp,ok
Sud-est,Sud-ouest,sud-ouest,1.0,1.0,Positif,positive,Mot,other,ok,southwest,auto:gcp,gcp,ok
"Sude, munda munya",Midi,midi,0.0,0.0,Neutre,neutral,Mot,other,ok,noon,auto:gcp,gcp,ok
Sukamina,Mûrier,mûrier,0.0,0.0,Neutre,neutral,Mot,other,ok,mulberry tree,auto:gcp,gcp,ok
Sukomo,Sycomore,sycomore,0.0,0.0,Neutre,neutral,Mot,other,ok,sycamore,auto:gcp,gcp,ok
Tshia pa buloba,Terrestre,terrestre,1.0,1.0,Positif,positive,Mot,other,ok,terrestrial,auto:gcp,gcp,ok
Tshia pankatshi,Moitié,moitié,0.0,0.0,Negatif,negative,Mot,other,ok,half,auto:gcp,gcp,ok
Tshia patupu,Déshonneur,déshonneur,-2.0,-2.0,Negatif,negative,Mot,other,ok,dishonor,auto:gcp,gcp,ok
Tshia tshiendelele,Éternel,éternel,6.0,6.0,Positif,positive,Mot,other,ok,eternal,auto:gcp,gcp,ok
Tshia tshipendu,Injurieux,injurieux,-8.0,-8.0,Negatif,negative,Mot,other,ok,insulting,auto:gcp,gcp,ok
Tshia tshitshiu,Peuple,peuple,0.0,0.0,Neutre,neutral,Mot,other,ok,people,auto:gcp,gcp,ok
Tshiabungi,Immense,immense,7.0,7.0,Positif,positive,Mot,other,ok,immense,auto:gcp,gcp,ok
Tshiadi,Poitrine,poitrine,0.0,0.0,Neutre,neutral,Mot,other,ok,chest,auto:gcp,gcp,ok
Tshiakabidi,Double,double,4.0,4.0,Positif,positive,Mot,other,ok,double,auto:gcp,gcp,ok
Tshiakane Tshidi tshianyisha,Agréable,agréable,2.0,2.0,Positif,positive,Mot,other,ok,pleasant,auto:gcp,gcp,ok
"Tshiakane Tshidi
tshisankisha",Agréable,agréable,4.0,4.0,Positif,positive,Mot,other,ok,pleasant,auto:gcp,gcp,ok
Tshiakulakula,Conte,conte,0.0,0.0,Neutre,neutral,Mot,other,ok,tale,auto:gcp,gcp,ok
Tshiamu tshia mitaku,Airain,airain,1.0,1.0,Positif,positive,Mot,other,ok,bronze,auto:gcp,gcp,ok
Tshiamua,Fer,fer,0.0,0.0,Neutre,neutral,Mot,other,ok,iron,auto:gcp,gcp,ok
Tshianana,Faussement,faussement,-3.0,-3.0,Neutre,neutral,Mot ,other,ok,falsely,auto:gcp,gcp,ok
Tshianyishanyisha,Flatterie,flatterie,-5.0,-5.0,Negatif,negative,Mot,other,ok,flattery,auto:gcp,gcp,ok
Tshianza,Main,main,2.0,2.0,Positif,positive,Verbe,verb,ok,hand,auto:gcp,gcp,ok
Tshibanda,Descente,descente,2.0,2.0,Positif,positive,Mot,other,ok,descent,auto:gcp,gcp,ok
Tshibandilu,Degré,degré,0.0,0.0,Neutre,neutral,Mot,other,ok,degree,auto:gcp,gcp,ok
Tshibangidilu,Commencement,commencement,0.0,0.0,Neutre,neutral,Mot,other,ok,beginning,auto:gcp,gcp,ok
Tshibangu,Bâton,bâton,0.0,0.0,Neutre,neutral,Mot,other,ok,stick,auto:gcp,gcp,ok
Tshibelu,Cuisse,cuisse,-2.0,-2.0,Negatif,negative,Mot,other,ok,thigh,auto:gcp,gcp,ok
Tshibi,Mal,mal,0.0,0.0,Neutre,neutral,Mot,other,ok,wrong,auto:gcp,gcp,ok
Tshibipe,Impur,impur,-1.0,-1.0,Negatif,negative,Mot,other,ok,impure,auto:gcp,gcp,ok
Tshibishi,Vert,vert,-1.0,-1.0,Negatif,negative,Mot,other,ok,Green,auto:gcp,gcp,ok
Tshibobe,Maturité,maturité,0.0,0.0,Neutre,neutral,Mot,other,ok,maturity,auto:gcp,gcp,ok
Tshibombu,Bourse,bourse,0.0,0.0,Neutre,neutral,Mot,other,ok,sotck exchange,auto:gcp,gcp,ok
Tshibueledi,Accès,accès,0.0,0.0,Neutre,neutral,Mot,other,ok,access,auto:gcp,gcp,ok
Tshibuikilu (tshia mushete wa tshipungidi),Propitiatoire,propitiatoire,1.0,1.0,Positif,positive,Mot,other,ok,propitiatory,auto:gcp,gcp,ok
"Tshibuikilu tshia pa
tshiadi",Cuirasse,cuirasse,1.0,1.0,Positif,positive,Mot,other,ok,armor,auto:gcp,gcp,ok
Tshibulula,Ouvert,ouvert,1.0,1.0,Positif,positive,Mot,other,ok,open,auto:gcp,gcp,ok
Tshibumba,Muraille,muraille,0.0,0.0,Neutre,neutral,Mot,other,ok,wall,auto:gcp,gcp,ok
Tshibungubungu,Côte,côte,0.0,0.0,Neutre,neutral,Mot,other,ok,side,auto:gcp,gcp,ok
Talala,Paisiblement,paisiblement,-3.0,-3.0,Negatif,negative,Mot,other,ok,peacefully,auto:gcp,gcp,ok
Tatu,Père,père,-3.0,-3.0,Negatif,negative,Mot,other,ok,father,auto:gcp,gcp,ok
Thuya,Thuya,thuya,-2.0,-2.0,Negatif,negative,Mot,other,ok,thuja,auto:gcp,gcp,ok
Topaze,Topaze,topaze,1.0,1.0,Positif,positive,Mot,other,ok,topaz,auto:gcp,gcp,ok
Tsha kabidi,Nouveau,nouveau,1.0,1.0,Positif,positive,Mot,other,ok,new,auto:gcp,gcp,ok
Tshabungi be,Abondamment,abondamment,0.0,0.0,Neutre,neutral,Mot,other,ok,abundantly,auto:gcp,gcp,ok
Tshakane (tshidi),Équitable,équitable,0.0,0.0,Neutre,neutral,Mot,other,ok,fair,auto:gcp,gcp,ok
Tsheya,Caution,caution,1.0,1.0,Positif,positive,Mot ,other,ok,deposit,auto:gcp,gcp,ok
Tshia bademon,Diabolique,diabolique,0.0,0.0,Neutre,neutral,Mot,other,ok,diabolical,auto:gcp,gcp,ok
Tshia bukelenge,Royal,royal,0.0,0.0,Neutre,neutral,Mot,other,ok,royal,auto:gcp,gcp,ok
Tshia buowa,Terrible,terrible,0.0,0.0,Neutre,neutral,Mot,other,ok,terrible,auto:gcp,gcp,ok
Tshia butumbi,Splendidement,splendidement,0.0,0.0,Neutre,neutral,Mot,other,ok,splendidly,auto:gcp,gcp,ok
"Tshia dikumi, Kufila tshitupa atshi",Dîme,dîme,2.0,2.0,Positif,positive,Mot,other,ok,dime,auto:gcp,gcp,ok
Tshia dimomena,Rouillé,rouillé,1.0,1.0,Positif,positive,Mot,other,ok,rust,auto:gcp,gcp,ok
Tshia kale (muleji),Ancien,ancien,0.0,0.0,Neutre,neutral,Mot,other,ok,ancient,auto:gcp,gcp,ok
Tshia kudia,Aliment,aliment,1.0,1.0,Positif,positive,Mot,other,ok,food,auto:gcp,gcp,ok
Tshia kufunda,Tablette,tablette,1.0,1.0,Positif,positive,Mot,other,ok,tablet,auto:gcp,gcp,ok
Tshia kuitaba,Acceptable,acceptable,1.0,1.0,Positif,positive,Mot,other,ok,acceptable,auto:gcp,gcp,ok
Tshia kunua,Breuvage,breuvage,2.0,2.0,Positif,positive,Mot,other,ok,beverage,auto:gcp,gcp,ok
Tshia mu diulu,Céleste,céleste,0.0,0.0,Neutre,neutral,Mot,other,ok,celestial,auto:gcp,gcp,ok
Tshia mu tshisuku,Sauvage,sauvage,-3.0,-3.0,Negatif,negative,Mot,other,ok,savage,auto:gcp,gcp,ok
Tshia mubidi,Corporellement,corporellement,1.0,1.0,Positif,positive,Mot,other,ok,bodily,auto:gcp,gcp,ok
Tshia muinshi (mua buloba),Infernal,infernal,-2.0,-2.0,Negatif,negative,Mot,other,ok,infernal,auto:gcp,gcp,ok
Tshia nvita,Dépouille,dépouille,2.0,2.0,Positif,positive,Mot,other,ok,remains,auto:gcp,gcp,ok
Tshia Nyuma,Spirituel,spirituel,0.0,0.0,Neutre,neutral,Mot,other,ok,spiritual,auto:gcp,gcp,ok
Tshia Nzambi,Divin,divin,0.0,0.0,Neutre,neutral,Verbe,verb,ok,divine,auto:gcp,gcp,ok
Tshibungubungu,Rivage,rivage,-1.0,-1.0,Negatif,negative,Mot,other,ok,shore,auto:gcp,gcp,ok
"Tshibutshidi; tshintu
tshia mushinga mukole",Trésor,trésor,0.0,0.0,Neutre,neutral,Mot,other,ok,treasure,auto:gcp,gcp,ok
