CILUBA,French,French_norm,Score,Score_int,Sentiment,Sentiment_std,Nature,Nature_std,qa_status
Tshume,Sec,sec,-2.0,-2.0,Negatif,negative,Mot,other,ok
Tshiume,Sec,sec,-2.0,-2.0,Negatif,negative,Mot,other,ok
Kufubidila,Sec,sec,-3.0,-3.0,Negatif,negative,Verbe,verb,ok
Kufubidisha,Sécher,sécher,-3.0,-3.0,Negatif,negative,Verbe,verb,ok
Muibidi,Second,second,0.0,0.0,Neutre,neutral,Mot,other,ok
Kusekenkesha,Secouer,secouer,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kunyukula,Secouer,secouer,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kukuatshisha,Secourir,secourir,6.0,6.0,Positif,positive,Verbe,verb,ok
Kuambuluisha,Secourir,secourir,6.0,6.0,Positif,positive,Verbe,verb,ok
Dikuatshisha,Secours,secours,6.0,6.0,Positif,positive,Mot,other,ok
Diambuluisha,Secours,secours,6.0,6.0,Positif,positive,Mot,other,ok
Musokome,Secret,secret,-1.0,-1.0,Negatif,negative,Mot,other,ok
Musokoko,Secret,secret,-1.0,-1.0,Negatif,negative,Mot,other,ok
Mufundi,Secrétaire,secrétaire,0.0,0.0,Neutre,neutral,Mot,other,ok
Mu musokoko,Secrètement,secrètement,-1.0,-1.0,Negatif,negative,Mot,other,ok
Kasumbu,Secte,secte,-7.0,-7.0,Negatif,negative,Mot,other,ok
Ditomboka,Sédition,sédition,-8.0,-8.0,Negatif,negative,Mot,other,ok
Tshinvundu,Sédition,sédition,-8.0,-8.0,Negatif,negative,Mot,other,ok
Mupambuishi,Séducteur,séducteur,-6.0,-6.0,Negatif,negative,Mot,other,ok
Muena mashimi,Séducteur,séducteur,-6.0,-6.0,Negatif,negative,Mot,other,ok
Dipambuisha,Séduction,séduction,-6.0,-6.0,Negatif,negative,Mot,other,ok
Budimu,Séduction,séduction,-6.0,-6.0,Negatif,negative,Mot,other,ok
Kudinga,Séduire,séduire,-6.0,-6.0,Negatif,negative,Verbe,verb,ok
Kutentula,Séduire,séduire,-6.0,-6.0,Negatif,negative,Verbe,verb,ok
Bukelenge,Seignerie,seignerie,3.0,3.0,Positif,positive,Mot,other,ok
Bukokeshi,Seignerie,seignerie,3.0,3.0,Positif,positive,Mot,other,ok
Mukelenge,Seigneur,seigneur,7.0,7.0,Positif,positive,Mot,other,ok
Kapamba,Seine,seine,0.0,0.0,Neutre,neutral,Mot,other,ok
Matuku,Séjour,séjour,0.0,0.0,Neutre,neutral,Mot,other,ok
Masomba,Séjour,séjour,0.0,0.0,Neutre,neutral,Mot,other,ok
Kushikama,Séjourner,séjourner,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kushala,Séjourner,séjourner,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Luepu,Sel,sel,0.0,0.0,Neutre,neutral,Mot,other,ok
Lumingu,Semaine,semaine,0.0,0.0,Neutre,neutral,Mot,other,ok
Mufuanangane,Semblable,semblable,0.0,0.0,Neutre,neutral,Mot,other,ok
Bu mudi,Semblable,semblable,0.0,0.0,Neutre,neutral,Mot,other,ok
Kuela meji,Sembler,sembler,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kuikala ne menji,Sembler,sembler,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Diminu,Semence,semence,2.0,2.0,Positif,positive,Mot,other,ok
Lumu,Semence,semence,2.0,2.0,Positif,positive,Mot,other,ok
Kumiamina,Semer,semer,1.0,1.0,Positif,positive,Verbe,verb,ok
Kukuna,Semer,semer,1.0,1.0,Positif,positive,Verbe,verb,ok
Mumiaminyi,Semeur,semeur,1.0,1.0,Positif,positive,Mot,other,ok
Lungenyi,Sens,sens,2.0,2.0,Positif,positive,Mot,other,ok
Dinyoka,Sentence,sentence,-6.0,-6.0,Negatif,negative,Mot,other,ok
Dipila,Sentence,sentence,-6.0,-6.0,Negatif,negative,Mot,other,ok
Kajila,Sentier,sentier,0.0,0.0,Neutre,neutral,Mot,other,ok
Njila,Sentier,sentier,0.0,0.0,Neutre,neutral,Mot,other,ok
Menji,Sentiment,sentiment,1.0,1.0,Positif,positive,Mot,other,ok
Kunkunkila,Sentir,sentir,-1.0,-1.0,Negatif,negative,Verbe,verb,ok
Buakane,Seoir,seoir,1.0,1.0,Positif,positive,Verbe,verb,ok
Kupandulula,Séparer,séparer,-3.0,-3.0,Negatif,negative,Verbe,verb,ok
Kumuka,Séparer,séparer,-2.0,-2.0,Negatif,negative,Verbe,verb,ok
Kuya,Séparer,séparer,-1.0,-1.0,Negatif,negative,Verbe,verb,ok
Muanda mutekete,Sept,sept,0.0,0.0,Neutre,neutral,Mot,other,ok
Majambu,Sépulcre,sépulcre,-5.0,-5.0,Negatif,negative,Mot,other,ok
Kujika,Sépulture,sépulture,-5.0,-5.0,Negatif,negative,Verbe,verb,ok
Mpulushi,Sergent,sergent,0.0,0.0,Neutre,neutral,Mot,other,ok
Mutshipu,Serment,serment,0.0,0.0,Neutre,neutral,Mot,other,ok
Nyoka,Serpent,serpent,-4.0,-4.0,Negatif,negative,Mot,other,ok
Mutshima munene,Serrement,serrement,-2.0,-2.0,Negatif,negative,Mot,other,ok
Kanyinganyinga,Serrement,serrement,-3.0,-3.0,Negatif,negative,Mot,other,ok
Kunguila,Serrer,serrer,-1.0,-1.0,Negatif,negative,Verbe,verb,ok
Mupika mukaji,Servante,servante,1.0,1.0,Positif,positive,Mot,other,ok
Mudimu,Service,service,2.0,2.0,Positif,positive,Mot,other,ok
Kukuata mudimu,Servir,servir,2.0,2.0,Positif,positive,Verbe,verb,ok
Mupika,Serviteur,serviteur,2.0,2.0,Positif,positive,Mot,other,ok
Muena mudimu,Serviteur,serviteur,2.0,2.0,Positif,positive,Mot,other,ok
Bupika,Servitude,servitude,-3.0,-3.0,Negatif,negative,Mot,other,ok
Tshisombedi,Siège,siège,0.0,0.0,Neutre,neutral,Mot,other,ok
Kumanyisha,Signifier,signifier,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kupuwa talala,Silence,silence,1.0,1.0,Positif,positive,Mot,other,ok
Kakuyi mutoyo,Silence,silence,0.0,0.0,Neutre,neutral,Mot,other,ok
Lusumuinu,Similitude,similitude,0.0,0.0,Neutre,neutral,Mot,other,ok
Luipi,Similitude,similitude,0.0,0.0,Neutre,neutral,Mot,other,ok
Bupuekele,Simple,simple,1.0,1.0,Positif,positive,Mot,other,ok
Mupote,Simple,simple,1.0,1.0,Positif,positive,Mot,other,ok
Ne bupuekele,Simplicité,simplicité,1.0,1.0,Positif,positive,Mot,other,ok
Bulelela,Sincère,sincère,5.0,5.0,Positif,positive,Mot,other,ok
Tshidi ne bulelela,Sincérité,sincérité,5.0,5.0,Positif,positive,Mot,other,ok
Muikale Muasa,Situé,situé,0.0,0.0,Neutre,neutral,Mot,other,ok
Isambo,Six,six,0.0,0.0,Neutre,neutral,Mot,other,ok
Bupole,Sobre,sobre,2.0,2.0,Positif,positive,Mot,other,ok
Bupuekele,Sobre,sobre,2.0,2.0,Positif,positive,Mot,other,ok
Bupuekele,Sobrement,sobrement,2.0,2.0,Positif,positive,Mot,other,ok
Muan'abo mukashi,Soeur,soeur,3.0,3.0,Positif,positive,Mot,other,ok
Soie,Soie,soie,0.0,0.0,Neutre,neutral,Mot,other,ok
Nyota,Soif,soif,-2.0,-2.0,Negatif,negative,Mot,other,ok
Bikole,Soigneusement,soigneusement,3.0,3.0,Positif,positive,Mot,other,ok
Bimpe,Soigneusement,soigneusement,3.0,3.0,Positif,positive,Mot,other,ok
Kutuala,Soin,soin,2.0,2.0,Positif,positive,Verbe,verb,ok
Dilolo,Soir,soir,0.0,0.0,Neutre,neutral,Mot,other,ok
Makumi asambombo,Soixante,soixante,0.0,0.0,Neutre,neutral,Nombre,number,ok
Makumi muandamutekete,Soixante-dix,soixante-dix,0.0,0.0,Neutre,neutral,Nombre,number,ok
Makumi muandamutekete ne itanu,Soixante-quinze,soixante-quinze,0.0,0.0,Neutre,neutral,Nombre,number,ok
Panshi,Sol,sol,0.0,0.0,Neutre,neutral,Mot,other,ok
Disolayi,Soldat,soldat,0.0,0.0,Neutre,neutral,Mot,other,ok
Diba,Soleil,soleil,4.0,4.0,Positif,positive,Mot,other,ok
Diba dia buakane,Soleil de justice,soleil de justice,7.0,7.0,Positif,positive,Mot,other,ok
Bikole,Solide,solide,3.0,3.0,Positif,positive,Mot,other,ok
Kulomba,Solliciter,solliciter,-1.0,-1.0,Negatif,negative,Verbe,verb,ok
Kukeba,Solliciter,solliciter,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kuambila,Solliciter,solliciter,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kuakidila,Soin,soin,2.0,2.0,Positif,positive,Verbe,verb,ok
Kulama,Soin,soin,2.0,2.0,Positif,positive,Verbe,verb,ok
Kuelesha menji,Sollicitude,sollicitude,1.0,1.0,Positif,positive,Mot,other,ok
Kufinda,Sombre,sombre,-2.0,-2.0,Negatif,negative,Mot,other,ok
Mpunda,Somme,somme,0.0,0.0,Neutre,neutral,Mot,other,ok
Mushinga,Somme,somme,0.0,0.0,Neutre,neutral,Mot,other,ok
Tshuwidi,Somme,somme,0.0,0.0,Neutre,neutral,Mot,other,ok
Disangisha,Somme,somme,0.0,0.0,Neutre,neutral,Mot,other,ok
Tulu,Sommeil,sommeil,0.0,0.0,Neutre,neutral,Mot,other,ok
Kulala,Sommeiller,sommeiller,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Bia Mushinga mukole,Somptueux,somptueux,5.0,5.0,Positif,positive,Mot,other,ok
Tshiona,Son,son,0.0,0.0,Neutre,neutral,Mot,other,ok
Tshiona tshia misambu,Son,son,1.0,1.0,Positif,positive,Mot,other,ok
Tshipiminu tshia bule bua mayi,Sonde,sonde,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukebulula,Sonder,sonder,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Tshilota,Songe,songe,2.0,2.0,Positif,positive,Mot,other,ok
Kulota,Songer,songer,2.0,2.0,Positif,positive,Verbe,verb,ok
Kuela mpungi,Sonner,sonner,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Nshobo,Sort,sort,-2.0,-2.0,Negatif,negative,Mot,other,ok
Nshoba,Sort,sort,-2.0,-2.0,Negatif,negative,Mot,other,ok
Mushindu eu,Sorte,sorte,0.0,0.0,Neutre,neutral,Mot,other,ok
Nunku,Sorte que,sorte que,0.0,0.0,Neutre,neutral,Mot,other,ok
Nunku,Sorte de,sorte de,0.0,0.0,Neutre,neutral,Mot,other,ok
Dipatuka,Sortie,sortie,0.0,0.0,Neutre,neutral,Mot,other,ok
Kupatuka,Sortir,sortir,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kulupuka,Sortir,sortir,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Dikuta dikese,Sou,sou,0.0,0.0,Neutre,neutral,Mot,other,ok
Meshi,Souci,souci,-3.0,-3.0,Negatif,negative,Mot,other,ok
Meshi a biuma bia pa buloba,Souci,souci,-4.0,-4.0,Negatif,negative,Mot,other,ok
Kuditatshisha,Soucier,soucier,-4.0,-4.0,Negatif,negative,Verbe,verb,ok
Kuditatshisha mu menji,Soucier,soucier,-4.0,-4.0,Negatif,negative,Verbe,verb,ok
Luse bua bapele,Soucier,soucier,-2.0,-2.0,Negatif,negative,Mot,other,ok
Lukasa,Soudain,soudain,0.0,0.0,Neutre,neutral,Mot,other,ok
Mupuya,Souffle,souffle,0.0,0.0,Neutre,neutral,Mot,other,ok
Tshipepele,Souffle,souffle,0.0,0.0,Neutre,neutral,Mot,other,ok
Kuela lupepele,Souffler,souffler,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Mukumu,Soufflet,soufflet,-2.0,-2.0,Negatif,negative,Mot,other,ok
Kukuma,Souffleter,souffleter,-3.0,-3.0,Negatif,negative,Verbe,verb,ok
Dikenga,Souffrance,souffrance,-6.0,-6.0,Negatif,negative,Mot,other,ok
Kukenga,Souffrir,souffrir,-6.0,-6.0,Negatif,negative,Verbe,verb,ok
Soufre,Soufre,soufre,-1.0,-1.0,Negatif,negative,Mot,other,ok
Disua,Souhait,souhait,3.0,3.0,Positif,positive,Mot,other,ok
Disua dia mu mutshima,Souhait,souhait,4.0,4.0,Positif,positive,Mot,other,ok
Kusua,Souhaiter,souhaiter,4.0,4.0,Positif,positive,Verbe,verb,ok
Kujinga,Souhaiter,souhaiter,3.0,3.0,Positif,positive,Verbe,verb,ok
Kukeba,Souhaiter,souhaiter,1.0,1.0,Positif,positive,Verbe,verb,ok
Kubipisha,Souiller,souiller,-6.0,-6.0,Negatif,negative,Verbe,verb,ok
Kunyanga,Souiller,souiller,-6.0,-6.0,Negatif,negative,Verbe,verb,ok
Kubolesha,Souiller,souiller,-6.0,-6.0,Negatif,negative,Verbe,verb,ok
Dijinga,Souhait,souhait,3.0,3.0,Positif,positive,Mot,other,ok
Mu Nyuma,Spirituellement,spirituellement,4.0,4.0,Positif,positive,Mot,other,ok
Dinkenke,Splendeur,splendeur,5.0,5.0,Positif,positive,Mot,other,ok
Tshia butumbi,Splendidement,splendidement,5.0,5.0,Positif,positive,Mot,other,ok
Ne disua,Spontanément,spontanément,4.0,4.0,Positif,positive,Mot,other,ok
Ne disua dionso dia mu mutshima,Spontanément,spontanément,4.0,4.0,Positif,positive,Mot,other,ok
Ntanta,Stade,stade,0.0,0.0,Neutre,neutral,Mot,other,ok
Kulepa,Stature,stature,0.0,0.0,Neutre,neutral,Mot,other,ok
Mu diunvuija dia mu nyuma,Stature,stature,0.0,0.0,Neutre,neutral,Mot,other,ok
Nkumba udi kayyi mua kuimita...,Stérile,stérile,-6.0,-6.0,Negatif,negative,Mot,other,ok
Nkumba kupanga mamuma,Stérile,stérile,-6.0,-6.0,Negatif,negative,Mot,other,ok
Muena Stoiko,Stoïcien,stoïcien,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukema,Stupéfié,stupéfié,-1.0,-1.0,Negatif,negative,Mot,other,ok
Tshitambala,Suaire,suaire,-2.0,-2.0,Negatif,negative,Mot,other,ok
Tshilulu tshiakadibu,Suaire,suaire,-2.0,-2.0,Negatif,negative,Mot,other,ok
Kukenga kuangata dikenga,Subir,subir,-6.0,-6.0,Negatif,negative,Verbe,verb,ok
Kukenga,Subir,subir,-6.0,-6.0,Negatif,negative,Verbe,verb,ok
Tshintuluntulu,Subit,subit,0.0,0.0,Neutre,neutral,Mot,other,ok
Tshimpitshimpi,Subit,subit,0.0,0.0,Neutre,neutral,Mot,other,ok
Lukasa,Subitement,subitement,0.0,0.0,Neutre,neutral,Mot,other,ok
Ne lukasa,Subitement,subitement,0.0,0.0,Neutre,neutral,Mot,other,ok
Kutekesha,Subjuguer,subjuguer,-3.0,-3.0,Negatif,negative,Verbe,verb,ok
Kutshimuna,Subjuguer,subjuguer,-5.0,-5.0,Negatif,negative,Verbe,verb,ok
Kubuikidibua ne mayi,Submerger,submerger,-3.0,-3.0,Negatif,negative,Verbe,verb,ok
Kuinyibua mu mayi,Submerger,submerger,-3.0,-3.0,Negatif,negative,Verbe,verb,ok
Kubueshela,Suborner,suborner,-6.0,-6.0,Negatif,negative,Verbe,verb,ok
Kutshingulula bua kuenza bualu bubi,Suborner,suborner,-7.0,-7.0,Negatif,negative,Verbe,verb,ok
Bintu,Subsistance,subsistance,0.0,0.0,Neutre,neutral,Mot,other,ok
Bintu biudi nabi bua kudia,Subsistance,subsistance,0.0,0.0,Neutre,neutral,Mot,other,ok
Kujalama kushala,Subsister,subsister,1.0,1.0,Positif,positive,Verbe,verb,ok
Kujalama kukuatakaja,Subsister,subsister,1.0,1.0,Positif,positive,Verbe,verb,ok
Bunzambi,Substance,substance,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukuatshisha ne bintu,Subvenir,subvenir,2.0,2.0,Positif,positive,Verbe,verb,ok
Kupambuisha dishimbuka,Subversion,subversion,-6.0,-6.0,Negatif,negative,Mot,other,ok
Kupambuisha dibutuka,Subversion,subversion,-6.0,-6.0,Negatif,negative,Mot,other,ok
Mupinganyi,Successeur,successeur,0.0,0.0,Neutre,neutral,Mot,other,ok
Kupitshila,Successivement,successivement,0.0,0.0,Neutre,neutral,Mot,other,ok
Sud-est tshiludiludi ne Sude ne Est,Sud-ouest,sud-ouest,0.0,0.0,Neutre,neutral,Mot,other,ok
Luanga bisululu,Sueur,sueur,0.0,0.0,Neutre,neutral,Mot,other,ok
Luanga mayi adi apatuka pa mubidi,Sueur,sueur,0.0,0.0,Neutre,neutral,Mot,other,ok
Kuakushika,Suffire,suffire,2.0,2.0,Positif,positive,Verbe,verb,ok
Kukumbana,Suffire,suffire,2.0,2.0,Positif,positive,Verbe,verb,ok
Kukumbana ngikadilu udi ukumbana,Suffisant,suffisant,2.0,2.0,Positif,positive,Mot,other,ok
Katataka anu mpidieu,Suite,suite,0.0,0.0,Neutre,neutral,Mot,other,ok
Kupita pa kapita,Suivant,suivant,0.0,0.0,Neutre,neutral,Mot,other,ok
Kupita kulonda,Suivant,suivant,0.0,0.0,Neutre,neutral,Mot,other,ok
Kunyima pakatiabu,Suivant,suivant,0.0,0.0,Neutre,neutral,Mot,other,ok
Bu mudi,Suivant,suivant,0.0,0.0,Neutre,neutral,Mot,other,ok
Kulonda kuenda ne muntu popamue,Suivre,suivre,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Tshiena bualu bubandi,Sujet,sujet,0.0,0.0,Neutre,neutral,Mot,other,ok
Tshiena bualu bualu,Sujet,sujet,0.0,0.0,Neutre,neutral,Mot,other,ok
Tshiambilu ku bualu bua,Sujet,sujet,0.0,0.0,Neutre,neutral,Mot,other,ok
Bia pa mutu udi ufuma ku muaku wa pa muanda Kuvulangana,Superflu,superflu,-1.0,-1.0,Negatif,negative,Mot,other,ok
Bia pa mutu kupanga bualu bualu,Superflu,superflu,-1.0,-1.0,Negatif,negative,Mot,other,ok
Ku mukuna,Plus élevé,plus élevé,1.0,1.0,Positif,positive,Mot,other,ok
Ku mutu,Plus élevé,plus élevé,1.0,1.0,Positif,positive,Mot,other,ok
Ya kulu,Plus élevé,plus élevé,1.0,1.0,Positif,positive,Mot,other,ok
Kukumbaja,Suppléer,suppléer,1.0,1.0,Positif,positive,Verbe,verb,ok
Kusakidila,Suppléer,suppléer,1.0,1.0,Positif,positive,Verbe,verb,ok
Disengelela,Supplication,supplication,0.0,0.0,Neutre,neutral,Mot,other,ok
Ditendekena,Supplication,supplication,0.0,0.0,Neutre,neutral,Mot,other,ok
Kutendekena,Supplier,supplier,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kulomba,Supplier,supplier,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kutendelela ne dinanukila,Supplier,supplier,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kupita,Support,support,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Lutulu,Support,support,0.0,0.0,Neutre,neutral,Mot,other,ok
Tshidi tshitabujibua,Supportable,supportable,1.0,1.0,Positif,positive,Mot,other,ok
Tshipisha kakese,Supportable,supportable,1.0,1.0,Positif,positive,Mot,other,ok
Katshine ne dipila dinene,Supportable,supportable,1.0,1.0,Positif,positive,Mot,other,ok
Kutata,Supporter,supporter,1.0,1.0,Positif,positive,Verbe,verb,ok
Kuitabuja dikenga,Supporter,supporter,1.0,1.0,Positif,positive,Verbe,verb,ok
Kutuala,Supporter,supporter,1.0,1.0,Positif,positive,Verbe,verb,ok
Kuangata pa mubidi,Supporter,supporter,1.0,1.0,Positif,positive,Verbe,verb,ok
Kufuangikija,Supposer,supposer,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kuela menji,Supposer,supposer,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kushipa,Supprimer,supprimer,-5.0,-5.0,Negatif,negative,Verbe,verb,ok
Kumusha,Supprimer,supprimer,-5.0,-5.0,Negatif,negative,Verbe,verb,ok
Kubala,Supputer,supputer,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kubalula,Supputer,supputer,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Bimpe,Sûr,sûr,2.0,2.0,Positif,positive,Mot,other,ok
Biakane,Sûr,sûr,2.0,2.0,Positif,positive,Mot,other,ok
Bikole,Sûr,sûr,2.0,2.0,Positif,positive,Mot,other,ok
Katataka,Sur-le-champ,sur-le-champ,0.0,0.0,Neutre,neutral,Mot,other,ok
Anu mpindieu,Sur-le-champ,sur-le-champ,0.0,0.0,Neutre,neutral,Mot,other,ok
Mitambe bungi,Surabondamment,surabondamment,1.0,1.0,Positif,positive,Mot,other,ok
Bungi buvule,Surabondamment,surabondamment,1.0,1.0,Positif,positive,Mot,other,ok
Utamba,Surabondant,surabondant,1.0,1.0,Positif,positive,Mot,other,ok
Kupita,Surabondant,surabondant,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kunemeshela bujitu,Surcharger,surcharger,-3.0,-3.0,Negatif,negative,Verbe,verb,ok
Kutekela muntu bujitu bunene,Surcharger,surcharger,-3.0,-3.0,Negatif,negative,Verbe,verb,ok
Bimpe mushindu,Sûrement,sûrement,2.0,2.0,Positif,positive,Mot,other,ok
Bikole,Sûrement,sûrement,2.0,2.0,Positif,positive,Mot,other,ok
Kabayi mua kunyema,Sûrement,sûrement,2.0,2.0,Positif,positive,Mot,other,ok
Ditalala,Sûreté,sûreté,2.0,2.0,Positif,positive,Mot,other,ok
Bukubi,Sûreté,sûreté,2.0,2.0,Positif,positive,Mot,other,ok
Kuledibua,Surgir,surgir,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kupatukila,Surgir,surgir,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kufumina,Surgir,surgir,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kutshimuna,Surmonter,surmonter,2.0,2.0,Positif,positive,Verbe,verb,ok
Kupita,Surmonter,surmonter,2.0,2.0,Positif,positive,Verbe,verb,ok
Kutenteka dina dikuabu,SurMotmer,surmotmer,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kuinyika muntu dinga dina,SurMotmer,surmotmer,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kutamba,Surpasser,surpasser,2.0,2.0,Positif,positive,Verbe,verb,ok
Kupita,Surpasser,surpasser,2.0,2.0,Positif,positive,Verbe,verb,ok
Kukuta,Surprendre,surprendre,-2.0,-2.0,Negatif,negative,Verbe,verb,ok
Kupeta muntu mu dienza dia bualu,Surprendre,surprendre,-2.0,-2.0,Negatif,negative,Verbe,verb,ok
Kupeta muntu mu buteyi,Surprendre,surprendre,-2.0,-2.0,Negatif,negative,Verbe,verb,ok
Kutamba,Surtout,surtout,1.0,1.0,Positif,positive,Mot,other,ok
Nangananga,Surtout,surtout,1.0,1.0,Positif,positive,Mot,other,ok
Butangidi,Surveillance,surveillance,0.0,0.0,Neutre,neutral,Mot,other,ok
Mudimu wa mutangidi,Surveillance,surveillance,0.0,0.0,Neutre,neutral,Mot,other,ok
Mutangidi,Surveillant,surveillant,0.0,0.0,Neutre,neutral,Mot,other,ok
Kutentekela,Surveiller,surveiller,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kutabala,Surveiller,surveiller,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kutangila bua buimpe,Surveiller,surveiller,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kulua,Survenir,survenir,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kufika,Survenir,survenir,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kulua pabuipi,Survenir,survenir,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kubisha,Susciter,susciter,-1.0,-1.0,Negatif,negative,Verbe,verb,ok
Kuvuija,Susciter,susciter,-1.0,-1.0,Negatif,negative,Verbe,verb,ok
Kuimanyika,Suspendre,suspendre,-2.0,-2.0,Negatif,negative,Verbe,verb,ok
Kupanga tshia kuenza,Suspendre,suspendre,-2.0,-2.0,Negatif,negative,Verbe,verb,ok
Mioyo kulu,Suspens,suspens,0.0,0.0,Neutre,neutral,Mot,other,ok
Kuindidisha,Suspens,suspens,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kakuyi kujikija,Suspens,suspens,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Sukomo,Sycomore,sycomore,0.0,0.0,Neutre,neutral,Mot,other,ok
Mushindu mukuabu wa mutshi wa nfigi,Sycomore,sycomore,0.0,0.0,Neutre,neutral,Mot,other,ok
Muimpe bua ditalaji diende dinene,Sycomore,sycomore,0.0,0.0,Neutre,neutral,Mot,other,ok
Udi ukuama bimuma bishadile,Sycomore,sycomore,0.0,0.0,Neutre,neutral,Mot,other,ok
Kabiyi biabungi,Sycomore,sycomore,0.0,0.0,Neutre,neutral,Mot,other,ok
Cyàkukèma,Super,super,7.0,7.0,Positif,positive,Mot,other,ok
Cyamanyaanù,Sale,sale,-7.0,-7.0,Negatif,negative,Mot,other,ok
Cipepèla,Simple,simple,1.0,1.0,Neutre,neutral,Mot,other,ok
Nkààya,Seul,seul,0.0,0.0,Neutre,neutral,Mot,other,ok
Nzùbu,Salle,salle,0.0,0.0,Neutre,neutral,Mot,other,ok
Cyalu,Scène,scène,0.0,0.0,Neutre,neutral,Mot,other,ok
Ngikàdilù,Situation,situation,0.0,0.0,Neutre,neutral,Mot,other,ok
Yàyà,Sœur,sœur,4.0,4.0,Positif,positive,Mot,other,ok
Diloòlù,Soirée,soirée,3.0,3.0,Positif,positive,Mot,other,ok
Mùshindù,Sorte,sorte,0.0,0.0,Neutre,neutral,Mot,other,ok
Cyumvwilu,Sens,sens,0.0,0.0,Neutre,neutral,Mot,other,ok
Lumvu,Sens,sens,0.0,0.0,Neutre,neutral,Mot,other,ok
Lupàndu,Salut,salut,5.0,5.0,Positif,positive,Mot,other,ok
Mwoyo,Salut,salut,5.0,5.0,Positif,positive,Mot,other,ok
Mwoyi,Salut,salut,5.0,5.0,Positif,positive,Mot,other,ok
Fwicifwici,Secret,secret,0.0,0.0,Neutre,neutral,Mot,other,ok
Mukalenge,Seigneur,seigneur,2.0,2.0,Positif,positive,Nom,noun,ok
Mukalenga,Seigneur,seigneur,2.0,2.0,Positif,positive,Nom,noun,ok
Mulopò,Seigneur,seigneur,2.0,2.0,Positif,positive,Nom,noun,ok
Mulopù,Seigneur,seigneur,2.0,2.0,Positif,positive,Nom,noun,ok
Cimanyinu,Signe,signe,0.0,0.0,Neutre,neutral,Symbole,other,ok
Cileejilu,Signe,signe,0.0,0.0,Neutre,neutral,Symbole,other,ok
Kamanyinu,Signe,signe,0.0,0.0,Neutre,neutral,Symbole,other,ok
Lubàcì,Silence,silence,0.0,0.0,Neutre,neutral,Qualité,adj,ok
Nyàkàtàà,Silence,silence,0.0,0.0,Neutre,neutral,Qualité,adj,ok
Cyolòòlò,Soir,soir,2.0,2.0,Positif,positive,Temps,other,ok
Cyolòòlù,Soir,soir,2.0,2.0,Positif,positive,Temps,other,ok
Diloòlò,Soir,soir,2.0,2.0,Positif,positive,Temps,other,ok
Diloòlù,Soir,soir,2.0,2.0,Positif,positive,Temps,other,ok
Mulòòlò,Soir,soir,2.0,2.0,Positif,positive,Temps,other,ok
Mulòòlù,Soir,soir,2.0,2.0,Positif,positive,Temps,other,ok
Mùsùlaayì,Soldat,soldat,0.0,0.0,Neutre,neutral,Nom,noun,ok
Mumwemwe,Sourire,sourire,6.0,6.0,Positif,positive,Mot,other,ok
Mumwemwa,Sourire,sourire,6.0,6.0,Positif,positive,Mot,other,ok
Mwemunya,Sourire,sourire,6.0,6.0,Positif,positive,Mot,other,ok
Mwenya,Sourire,sourire,6.0,6.0,Positif,positive,Mot,other,ok
